ID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,white,female,age,univ_degr,income,wages,self-emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,att_w_US,oper,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,feedback,lat,long,zip_code,ResponseID,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24
57,1,0,1,1,1,0,1,0,1,1,1,33,1,7,1,0,1,0,0,0,3.8,3.67,3,2.33,3,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,4,4,4,2,5,2,5,4,4,4,4,3,3,4,4,4,2,4,3,3,4,2,,41.35890198,-72.33959961,4005,R_9B2xLMemFgPDDal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
58,1,0,1,1,1,0,0,0,1,1,1,26,1,5,1,0,0,1,0,1,4.2,3.67,2.5,3.67,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,4,4,4,5,4,4,5,5,1,4,3,5,2,5,2,2,4,2,,42.69309998,-71.30870056,6340,R_9KxPOB0jpRJu8WF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
59,1,1,1,0,1,0,1,0,1,1,1,33,1,11,1,0,0,1,0,1,3.2,2.67,3,3.33,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,3,2,2,2,2,4,4,4,2,2,2,4,3,3,2,3,3,4,,41.75590515,-73.2154007,2108,R_9QU6RW8NLOyiESh,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
60,1,0,0,2,2,0,2,2,1,0,0,46,1,5,0,1,0,0,0,0,1.8,3,3.75,3.33,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,3,2,4,4,2,3,3,2,3,4,4,3,5,3,,42.63389587,-71.29570007,1060,R_9sQEsdc3WvjJmFD,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
61,1,0,1,1,1,0,0,0,1,1,1,33,0,6,1,0,1,0,0,1,4.4,3.83,2.5,3.33,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,5,5,4,4,5,4,2,4,5,5,1,5,3,2,3,2,,41.59939575,-72.58789825,2906,R_9tN81z8VG7IYvo9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
62,1,0,0,0,1,0,1,1,1,1,1,33,1,6,1,0,0,1,0,0,2.8,3.17,3.5,4,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,3,3,2,4,3,3,5,4,2,3,2,2,4,4,4,3,4,3,,42.17610168,-71.59999847,1921,R_9XroaYNZJfDoqGN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,1,1,1,1,1,1,1,1,1,1,1,36,1,4,1,0,0,1,0,0,3.8,3.2,3,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,3,3,3,3,3,3,3,3,3,4,3,,3,3,3,3,3,,42.19549561,-71.84629822,4740,R_9yk8jZZLJEkerT7,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
64,1,0,1,1,1,0,0,0,1,1,1,61,1,5,1,0,0,1,0,0,4.8,4.33,1,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,2,5,5,5,5,5,5,1,5,5,5,1,5,1,1,1,1,,41.96090698,-71.18039703,1039,R_9YSE6ASb2YFyqNf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
65,1,0,1,1,1,0,0,0,1,1,1,66,1,4,0,0,0,0,1,0,5,4.33,1.25,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,1,5,1,1,2,1,Thumbs up,43.23449707,-71.52269745,2347,R_a2z0hWSnOiQQHKB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
66,1,0,1,1,0,0,0,1,1,1,1,20,0,7,0,1,0,1,0,0,4.4,3.83,2.5,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,4,3,4,4,4,4,5,4,2,4,4,4,3,4,3,2,3,2,,38.75700378,-77.1486969,6512,R_ag6JHiFNXubHXDv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
67,1,0,1,1,1,0,0,0,1,1,0,22,1,5,1,0,0,1,0,1,2.8,3.17,3,3,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,4,4,4,4,5,4,2,3,3,4,1,4,3,3,4,2,,42.11929321,-71.85440063,1906,R_aYv8mHBZlj0CRq5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
68,1,0,1,2,1,1,2,2,1,1,0,35,1,8,1,0,0,1,0,0,3.4,3.5,3.25,2.67,3.5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,2,4,3,4,3,4,3,3,4,3,2,2,5,4,3,4,2,,44.72380066,-68.93190002,6457,R_b1KCSfREOEJfmtv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
69,1,0,1,0,1,0,0,0,1,1,1,31,1,3,1,0,1,0,0,0,4.6,3.67,2.25,3.33,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,4,5,5,5,3,5,3,3,4,4,5,2,4,3,2,3,1,No thank you,41.78160095,-72.18099976,4106,R_b9K0jFJ8Lbw6YxT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
70,1,2,1,2,2,0,0,1,1,0,1,28,1,5,0,1,1,0,0,0,2.8,3.33,3.5,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,3,3,4,2,4,2,4,3,4,3,3,4,4,3,5,2,,43.30290222,-71.04599762,4263,R_b9PimRqCXlZZPuZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
71,1,0,0,2,2,0,2,2,1,1,1,48,1,3,0,0,1,0,0,0,4.2,3.5,2.75,4,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,4,3,4,4,3,5,2,4,4,4,4,2,4,3,2,5,1,,42.19549561,-71.84629822,3063,R_b9rW9Ri4Zl2u7Xv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
72,1,0,0,2,2,0,2,0,1,1,1,25,1,5,1,0,1,0,0,1,4,3.5,2.67,3.33,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,2,4,2,,3,3,,41.37809753,-73.46910095,12204,R_bClxERZDA7gvv0N,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
73,1,0,1,1,1,0,0,0,1,1,1,28,1,6,1,0,0,0,0,0,4,4,2,3.33,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,5,4,5,2,4,4,4,4,2,5,3,2,2,1,"Nothing, thanks.",42.62710571,-73.11869812,6776,R_bedlXxHaLECHU6V,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
74,1,0,2,2,2,0,2,2,1,1,1,27,1,5,1,0,0,0,1,1,3.8,2.67,4,2.67,3.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,4,3,2,2,4,4,2,3,2,2,3,4,5,4,5,2,"i live on the coast of RI, so this is a relevant study to me! ",41.48510742,-71.30750275,2134,R_bEnSb3whMfZaP1H,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
75,1,0,1,1,1,0,0,0,1,0,0,38,1,1,0,0,0,1,0,0,4.6,4,1.75,3,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,2,4,5,5,4,5,4,2,4,5,5,1,5,2,1,3,1,,42.12440491,-71.66529846,3452,R_bfs8r8hkPXkEJGl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
76,1,0,1,0,0,0,0,1,1,1,1,31,1,5,1,0,0,0,0,1,4,3.33,3.25,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,3,5,4,3,3,5,3,3,3,4,4,2,5,4,3,4,2,"Very personable, love the topic. ",40.65010071,-73.94960022,2135,R_bm6GrtBpNTeYNQp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
77,1,0,1,2,1,0,1,0,1,1,0,30,0,6,1,0,0,1,0,1,4.4,4.4,1,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,5,3,5,5,,5,5,4,2,5,5,5,2,5,1,1,1,1,,43.71499634,-70.34519958,2830,R_bpvitqE4cXBkRKd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
78,1,0,1,2,1,0,0,0,1,1,1,43,1,4,1,0,0,1,0,0,4.8,4.33,1.5,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,4,5,5,5,5,5,3,3,5,5,5,1,5,1,1,2,2, No but I enjoyed this survey very much!,41.65719604,-72.80349731,1245,R_brNlZkLKzMOuUqV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
79,1,0,1,1,1,1,0,0,1,1,1,53,1,3,1,0,0,0,0,0,3.6,3.83,1.5,2.67,3.5,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,2,2,5,5,4,4,5,3,3,4,5,4,2,4,1,1,3,1,,41.7769928,-72.52359772,2050,R_bybYkahi5ayo1ox,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
80,1,0,1,1,1,0,0,0,1,1,1,54,1,7,1,0,0,0,1,0,4.4,3.5,2,3,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,4,2,4,5,4,3,5,3,3,4,4,5,2,4,3,1,2,2,,44.39599609,-69.42440033,3086,R_byMQ3iVmIqbgNUh,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
81,1,1,1,2,1,1,2,0,1,1,1,38,1,11,0,0,1,0,0,0,3.4,3.33,3.25,3,2.5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,2,3,3,4,4,4,3,3,2,4,4,2,4,4,3,4,2,,42.12440491,-71.66529846,6902,R_cN2EX7Fmw5AK5W5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
82,1,0,1,0,0,0,0,0,1,1,0,30,1,4,0,1,1,0,0,0,5,4.33,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,3,5,5,5,5,4,2,5,5,5,1,5,3,1,2,1,,43.68330383,4.133300781,4357,R_cPadPm027lzVned,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
83,1,0,0,1,1,0,0,0,1,0,1,21,0,1,0,0,0,0,1,0,3.2,3.17,4.5,3,3,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,3,3,5,4,4,3,5,3,3,3,3,4,2,4,5,5,5,3,,42.45739746,-71.21779633,6854,R_cuonXDpuAwB7EUd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
84,1,0,1,1,1,0,0,0,1,1,0,59,1,4,1,0,0,1,0,1,2.8,3.17,3.5,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,2,2,4,3,4,4,2,3,3,2,2,4,4,3,4,3,,41.61230469,-73.41210175,2878,R_d0Vkm9FXus6u2Xj,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
85,1,0,1,1,0,0,0,1,1,1,1,54,0,5,0,0,1,0,0,0,4.2,4,2,3.33,3.5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,5,5,4,5,5,4,2,5,5,4,2,3,2,1,3,2,,30.07989502,-95.41719818,2886,R_d6Gd6yVxVpfiIjb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
86,1,0,1,0,1,0,1,0,1,1,0,19,0,1,1,0,0,0,1,1,4.6,3.83,2,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,4,5,5,4,4,5,4,2,3,4,5,3,5,3,1,2,2,,41.978302,-70.74669647,3079,R_dg67SVAkMvbqjNH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
87,1,0,1,2,1,0,1,2,1,1,0,60,0,7,0,0,1,0,0,1,1.6,3.67,3,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,3,2,4,3,4,3,3,4,4,2,4,3,3,3,3,3,,41.77749634,-71.4332962,2190,R_dnCWkQjzaAdOzxb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
88,1,0,1,1,1,0,0,0,1,0,1,24,1,3,0,0,1,0,0,1,4.4,4.5,2,3.33,2.5,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,4,5,4,5,4,5,3,3,4,5,5,4,5,1,3,3,1,,42.79499817,-71.2256012,2215,R_eaDEHuW687d6R37,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
89,1,0,0,0,0,0,1,1,1,1,0,22,0,10,0,0,1,0,0,1,3.2,3,3,3.33,3.5,1,1,2,1,0,0,0,1,1,0,1,1,0,1,1,3,4,3,3,3,2,2,2,2,4,4,5,1,3,2,1,3,4,4,2,4,2,,42.25959778,-71.47029877,6883,R_eDqbEJUdasHpmU5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,1,0,1,2,2,0,2,2,1,1,0,34,1,10,1,0,0,1,0,0,3.2,3.17,3,3,3,1,2,2,3,0,0,0,0,1,0,0,1,0,0,0,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,"interesting, fun survey",43.23449707,-71.52269745,3857,R_ekEg6o8P5Tlsx6d,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
91,1,0,1,1,1,0,0,0,1,1,1,38,0,4,0,0,0,1,0,0,3.4,3.33,2.25,2.33,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,5,1,5,1,4,2,5,5,1,2,5,1,2,5,1,1,5,2,,41.69329834,-71.63950348,2370,R_el22tcAF8oylTmJ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1,0,2,2,2,1,2,2,1,1,1,19,0,9,1,0,0,0,1,0,4,4,2,3.33,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,5,4,2,4,4,4,3,5,3,1,3,1,,41.29170227,-96.1710968,1886,R_emLV4M5pLY6VEdT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,1,1,0,0,0,1,1,1,1,1,1,35,1,10,1,0,0,1,0,1,4,3.33,3.5,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,5,3,3,4,3,4,2,4,4,3,5,2,,44.97189331,-68.52429962,3110,R_emoq3AYZhc0zEr3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
94,1,0,0,0,0,0,1,1,1,1,0,31,1,6,1,0,1,0,0,0,3.4,3.83,1,3.67,3,1,1,1,3,1,0,0,0,1,0,0,0,0,1,1,4,2,4,3,4,2,2,2,5,4,5,5,1,4,4,2,2,4,1,1,1,1,,43.96949768,-70.6167984,2446,R_eOHNNDC7HcZ8szr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
95,1,0,1,1,1,0,0,0,1,0,1,32,1,6,1,0,0,1,0,0,5,4.33,1.5,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,4,5,5,5,5,1,5,5,5,5,1,5,1,1,1,3,N/A,42.38879395,-71.42250061,60602,R_ezFAqUG11Mqi0v3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
96,2,1,1,0,1,1,1,1,1,1,1,47,1,2,1,0,1,0,0,1,4.8,4.17,1,3,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,3,5,5,4,5,5,4,2,5,5,5,1,5,1,1,1,1,,41.76939392,-71.46759796,6457,R_07AGQOGDunwlNtj,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
97,2,1,1,2,2,1,1,1,1,0,0,20,1,5,1,0,1,0,0,0,4.6,5,1,4.33,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,5,3,1,5,5,5,5,1,5,5,5,5,5,1,1,1,1,"no, thank you.",41.59890747,-72.9776001,2766,R_0ca6ARQoBohPc5T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
98,2,1,1,0,1,1,1,1,0,1,1,28,1,5,1,0,0,0,1,0,4.8,3.67,2.5,3.67,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,4,4,4,4,3,5,4,2,5,4,5,1,5,4,2,3,1,NO,19.98330688,73.80000305,2703,R_0ccMuYX35uxjiHH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
99,2,1,1,0,1,1,1,1,0,1,0,34,0,4,1,0,0,0,0,1,4.4,3.5,3.25,3.33,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,4,5,4,4,4,5,3,3,3,3,5,3,4,3,3,5,2,interesting survey,42.34509277,-71.09929657,1607,R_0cR05LOhW7P7qIJ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
100,2,1,1,0,2,1,1,1,2,1,1,24,1,6,1,0,0,1,0,0,4,3,3.5,3.33,3.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,3,4,4,3,3,5,4,2,3,1,3,3,5,4,4,4,2,,41.37809753,-73.46910095,53719,R_0DMHiyIBCc8lqvj,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
101,2,1,1,0,0,1,1,1,1,1,0,35,0,1,1,0,0,1,0,0,3,4.17,1,3.67,3.5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,2,2,3,4,4,5,5,1,5,4,2,4,4,1,1,1,1,I do not.,42.27929688,-71.24500275,6010,R_0vbLkr44iCanyK1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
102,2,1,1,2,2,1,1,2,2,1,1,33,1,8,1,0,1,0,0,0,3.8,4,1.5,3.33,3.5,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,4,5,4,4,5,2,4,5,5,4,2,4,1,1,3,1,,42.58990479,-71.98870087,6804,R_0wSgxCUGcd1bXKJ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
103,2,1,1,2,2,1,1,1,2,1,1,23,1,5,1,0,1,0,0,0,3.8,3.33,3.25,3.67,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,3,4,4,2,4,3,3,3,4,4,3,4,4,2,5,2,,43.49609375,-70.48860168,6040,R_244Quh8Fc3tsb0p,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
104,2,1,1,1,1,1,1,1,0,0,0,20,0,1,0,0,0,1,0,1,4.8,3.67,2,2.67,3,1,1,1,3,1,0,0,0,1,0,1,0,0,1,1,5,5,5,4,5,2,5,5,4,4,5,1,5,5,4,5,1,4,3,1,3,1,,41.35319519,-72.03859711,3858,R_24SCiMOX1WrmTwV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
105,2,1,1,0,2,1,1,1,0,0,0,31,1,5,0,0,1,0,0,0,4.4,3.83,3.25,4,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,2,1,2,5,3,5,5,1,4,4,2,2,5,3,2,4,4,N/A,41.28329468,-72.86530304,6268,R_2f4bEgPRKzRiTNX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
106,2,1,1,0,1,1,1,1,1,0,0,35,1,6,0,0,0,0,0,0,3.6,3.17,4,3.33,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,3,3,2,4,3,4,1,5,3,3,2,2,4,4,4,5,3,,42.47329712,-70.94190216,6850,R_2gIhRA96q3HNnzT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
107,2,1,1,0,1,1,1,1,0,0,1,29,1,8,1,0,0,0,1,0,4.4,3.67,2,3,2.5,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,4,4,5,4,2,4,4,5,4,5,4,2,4,4,5,1,4,2,2,2,2,,41.61230469,-73.41210175,2889,R_2tMHEQd2vOXpeQt,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
108,2,1,1,0,1,1,1,1,0,1,1,28,0,4,0,0,0,1,0,0,4,4,3,4,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,4,3,4,5,4,5,3,3,3,4,4,4,4,4,2,4,2,Good survey!,42.86650085,-71.96050262,1040,R_2tWfXopTD51sAkt,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
109,2,1,1,0,1,1,1,1,0,1,1,30,1,10,0,0,1,0,0,0,5,4.4,1.5,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,5,5,5,4,5,5,1,4,5,5,,4,2,1,2,1,,41.70500183,-71.46040344,2053,R_3elaznfMNeSVX1j,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
110,2,1,1,0,2,1,1,1,2,0,1,26,1,5,0,0,1,0,0,0,5,3.33,3.5,2.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,4,4,4,3,3,4,2,2,3,4,3,5,4,4,5,1,,40.40240479,-3.692398071,2141,R_3IqlfNx2hfYxxnD,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
111,2,2,2,2,2,2,2,2,2,1,1,21,1,7,0,0,1,0,0,0,3.4,3.83,3,3.67,2.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,2,2,5,3,4,3,3,3,4,3,4,4,3,3,3,3,none,40.76939392,-73.96089935,6029,R_3K3bcpvjXtCH32B,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
112,2,1,1,0,0,1,1,1,0,0,0,20,0,4,0,0,0,1,0,1,4.4,3.5,1.75,3,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,2,4,4,4,3,5,4,2,4,4,4,2,4,2,2,2,1,,41.46730042,-73.38829803,1001,R_3r4vrsx373Jhgkl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
113,2,1,1,2,2,1,1,1,2,1,1,32,1,8,0,0,0,0,1,0,3.8,2.83,3.5,4,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,5,4,4,2,2,5,3,3,3,3,5,3,4,3,2,5,4,,41.65769958,-72.66269684,2127,R_3RfTbBauwzdBfV3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
114,2,1,1,0,0,1,1,0,0,0,1,29,1,5,0,0,0,1,0,0,4.4,3.33,2.25,2.67,2.5,1,2,,3,1,0,0,0,1,0,0,1,0,0,0,5,4,5,4,4,3,5,3,4,3,4,3,3,3,3,4,3,4,2,2,3,2,,42.90840149,-71.06109619,2919,R_3siZnTX4069v11X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
115,2,1,1,0,0,1,1,0,0,1,0,22,1,5,1,0,0,1,0,1,4.4,3.83,1.5,3.67,3,1,1,1,3,1,0,0,0,1,0,0,1,0,1,1,5,4,4,5,4,4,4,5,4,4,5,4,2,4,4,5,2,5,1,2,2,1,,41.80799866,-72.25099945,2882,R_3sLyrCKhUEA5iPr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
116,2,1,1,0,1,1,1,1,0,1,0,34,1,2,1,0,1,0,0,0,5,3,3,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,5,5,4,3,5,3,3,2,3,5,1,5,4,2,5,1,,33.41479492,-111.9093018,1862,R_3VLGT3hUBDetMtT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,2,1,1,0,1,1,1,1,0,1,1,32,1,5,1,0,0,0,0,0,4.4,3.5,3.25,4,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,5,4,5,2,5,5,3,3,4,3,5,2,5,5,2,5,1,,42.23890686,-71.08100128,3071,R_41tJIld8tHgYVH7,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
118,2,1,1,0,1,1,1,1,1,0,1,29,0,4,1,0,0,0,0,0,3,3.67,1,3,2.5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,2,3,2,4,4,4,4,2,4,3,3,3,4,1,1,1,1,,41.49760437,-71.73600006,2865,R_4GzUjLh3S2c0q1L,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
