ResponseID	IPAddress	StartDate	EndDate	finished	att_w_US	oper	const_st	wf_rec	sup	opp	dis	skep	int	af	con	cur	ap	enth	app	att1	first_st	gender	age	zip	zip2	ethnic_or	White European	Other	Other_TEXT	edu	income	employ	att2	pol	pol_other	rec	abuse_nep	bal_r_nep	crisis_r_nep	spaceship_nep	bau_nep	extract_r_ins	loss_r_ins	decade_r_mor	comm_rel	wild_rel	clean_inst	tech	tech_r	iden_rel	kin_rel	right_r_mor	health_rel	other_rel	kin_met	resp_met	iden_met	other_met	mean_nep	mean_rel	mean_met	mean_inst	mean_mor	feedback	lat	long
R_8HVtyNezMgl4FFj	148.168.96.23	7/23/15 10:25	7/23/15 10:39	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	48	1845	1845	White European	1	0		6	6	1	4	3		3	4	4	3	4	4	4	4	4	4	4	4	3	3	3	4	4	2	4	2	2	3	2	3.8	3.5	2.25	3.33	3		40.792099	-73.94390106
R_5ndSEURIN8H1bSJ	50.157.182.233	7/10/15 13:48	7/10/15 13:58	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	25	1852	1852	White European	1	0		3	1	3	4	1		4	3	2	2	3	3	3	4	2	5	4	5	3	3	4	5	2	3	5	1	1	1	2	2.6	4.33	1.25	3.33	3		42.65229797	-71.3506012
R_aVmtXz2i254vnEx	73.227.38.211	7/11/15 11:44	7/11/15 11:56	1	1	2	5	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	37	1860	1860	White European	1	0		4	8	1	4	1		2	4	4	3	4	3	3	4	4	4	3	5	2	4	2	4	4	2	4	3	2	4	2	3.6	3.17	2.75	3.33	3	No feedback or comments	38	-97
R_3VLGT3hUBDetMtT	96.233.113.114	7/13/15 19:09	7/13/15 19:21	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	34	1862	1862	White European	1	0		6	2	3	4	3		4	5	5	5	5	5	2	5	5	4	3	5	3	3	2	3	5	1	5	4	2	5	1	5	3	3	2.67	3		42.54930115	-71.25579834
R_emLV4M5pLY6VEdT	71.192.10.94	7/20/15 10:41	7/20/15 10:49	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	19	1886	1886	White European	1	0		4	9	5	4	3		4	4	4	4	4	4	3	4	4	4	4	5	4	2	4	4	4	3	5	3	1	3	1	4	4	2	3.33	3		42.45860291	-71.35970306
R_1FiDWtIbMBT6AzH	69.43.65.108	7/17/15 7:01	7/17/15 7:11	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	37	1905	1905	White European	1	0		7	6	1	4	5		2	5	4	4	4	3	2	4	4	4	4	5	4	2	4	5	4	2	4	2	2	3	2	4	3.83	2.25	3	3	interesting survey	42.34509277	-71.09929657
R_9Y7hZzEPId65hJj	24.218.193.36	7/25/15 19:27	7/25/15 19:42	1	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	46	1906	1906	White European	0	1	Caucasian (White)	6	5	1	4	3		5	4	4	4	4	3	2	3	4	3	4	4	2	4	3	4	4	4	4	4	3	4	3	3.8	3.67	3.5	3	3		42.46749878	-71.01309967
R_aYv8mHBZlj0CRq5	76.23.210.99	7/10/15 22:47	7/10/15 22:59	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	22	1906	1906	White European	1	0		6	5	5	4	5		3	4	4	2	2	2	2	4	4	4	4	5	4	2	3	3	4	1	4	3	3	4	2	2.8	3.17	3	3	3		42.47329712	-70.94190216
R_3kM8DIimavIwNhj	24.2.242.106	7/26/15 18:34	7/26/15 18:43	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	1	5	1	28	1915	1915	White European	1	0		4	5	3	4	3		1	5	5	5	5	5	4	5	5	5	5	5	4	2	5	5	5	1	5	1	1	1	1	5	4.33	1	3.33	3		42.56530762	-70.85780334
R_cVkumCviUibfpwV	50.79.174.205	7/20/15 11:09	7/20/15 11:18	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	25	1915	1915	White European	1	0		6	6	1	4	1		2	5	5	5	5	5	2	4	4	4	3	5	5	1	4	4	4	2	5	2	2	1	3	5	3.67	2	3	3	none	42.56530762	-70.85780334
R_9XroaYNZJfDoqGN	71.10.248.61	7/12/15 7:55	7/12/15 8:01	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	4	1	33	1921	1921	White European	1	0		6	6	4	4	3		4	4	2	3	2	3	3	2	4	3	3	5	4	2	3	2	2	4	4	4	3	4	3	2.8	3.17	3.5	4	4	Good survey!	42.06280518	-71.64369965
R_e3zZsCSg0CiSPZj	73.143.187.108	7/22/15 23:00	7/22/15 23:12	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	20	1921	1921	White European	1	0		4	12	1	4	3		1	5	5	5	5	5	2	5	5	5	5	5	4	2	5	5	5	1	5	1	1	1	1	5	4.33	1	2.67	3	Really enjoyed taking this survey. Very interesting questions.	42.56530762	-70.85780334
R_e3cyMfhBdMk6D3L	68.245.188.19	7/24/15 18:35	7/24/15 18:57	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	52	1923	1923	White European	1	0		6	2	3	4	1		4	5	5	1	5	5	5	5	5	3	4	5	4	2	4	5	4	3	5	3	1	3	4	4.2	4	2.75	3.67	3.5	This was a very interesting survey.	39.18569946	-78.16329956
R_25JOudIl1Bb2gOV	50.150.146.122	7/12/15 7:02	7/12/15 7:23	1	1	2	1	3	1	0	0	0	1	0	0	1	0	1	1	0	3	1	29	1929	1929	White European	1	0		6	5	5	4	5		2	3	4	3	3	3	3	4	4	4	4	4	2	4	3	3	3	2	4	2	2	2	2	3.2	3.33	2	3	3.5	I thought it was a fun survey and made me think about my views on the environment.	26.24180603	-80.16449738
R_5u22Vyg67iBFZVb	73.159.173.231	7/16/15 12:57	7/16/15 13:07	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	18	1930	1930	Asian	1	0		3	5	5	4	3		2	4	5	5	4	5	2	4	4	5	5	5	5	1	4	4	4	1	5	2	2	3	1	4.6	4	2	3	3		42.61790466	-70.7154007
R_2udElqUm8L6HSGF	96.237.241.104	7/13/15 15:38	7/13/15 15:50	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	38	1938	1938	White European	1	0		4	6	2	4	1		1	4	4	4	4	5	2	4	3	4	4	5	3	3	4	4	4	4	4	2	2	3	2	4.2	4	2.25	3	2.5		42.68249512	-70.84700012
R_bHq0aU04Fz4brO5	50.138.208.230	7/10/15 13:53	7/10/15 14:06	1	1	1	1	5	1	0	0	0	1	0	0	0	0	1	1	0	5	2	37	1970	1970	White European	1	0		6	11	2	4	1		3	5	4	5	5	5	4	5	5	5	5	5	4	2	5	4	5	1	5	1	1	3	1	4.8	4.17	1.5	3.33	3		42.51530457	-70.90750122
R_bybYkahi5ayo1ox	50.189.242.217	7/11/15 15:18	7/11/15 15:33	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	53	2050	2050	White European	1	0		7	3	1	4	3		1	4	5	4	3	2	2	5	5	4	4	5	3	3	4	5	4	2	4	1	1	3	1	3.6	3.83	1.5	2.67	3.5	"I'm still so unsure of the wind turbines.  I dislike the look, that is for sure and see more and more on land.  I think I'd rather not have them in the ocean, although we do have great wind here! /  / All the best with your research."	42.11120605	-70.71269989
R_3elaznfMNeSVX1j	71.184.205.107	7/11/15 19:03	7/11/15 19:18	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	1	30	2053	2053	White European	1	0		7	10	1	4	1		1	5	5	5	5	5	2	5	5	5	4	5	5	1	4	5	5		4	2	1	2	1	5	4.4	1.5	2.67	3		42.15559387	-71.42680359
R_0Vuxzafv7zVAfIx	71.126.242.49	7/25/15 10:25	7/25/15 10:38	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	22	2062	2062	White European	1	0		4	2	5	4	5		3	4	4	4	3	4	3	4	4	4	4	4	3	3	4			2	4	3	3	4	2	3.8	3.6	3	3	4		42.18179321	-71.19619751
R_8dicYIpm2nFQfiJ	86.80.187.183	7/11/15 0:43	7/11/15 0:53	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	5	1	35	2067	2067	White European	1	0		6	1	1	4	1		3	5	5	5	5	4	5	5	1	5	5	5	2	4	5	5	5	1	5	1	1	1	1	4.8	4.33	1	3.67	1		52.36669922	4.899993896
R_cBIdhWeV5SUWtKd	71.184.243.25	7/11/15 15:12	7/11/15 15:24	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	33	2093	2093	White European	1	0		6	1	3	4	1		4	4	5	5	4	3	2	5	4	4	5	5	2	4	3	2	5	2	4	4	1	5	2	4.2	3.33	3	2.67	2.5		42.05430603	-71.37149811
R_0vPMCZv5m2HGGiN	14.195.70.110	7/21/15 6:21	7/21/15 6:26	1	2	2	4	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	33	2108	2108	White European	1	0		6	11	1	4	2		4	4	4	2	4	4	3	3	2	4	2	4	2	4	3	4	4	4	2	4	2	2	3	3.6	3.17	2.75	3.33	2	NO	19.98330688	73.80000305
R_5ALEck3XOWIRRf7	24.91.54.94	7/20/15 11:12	7/20/15 11:20	1	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	1	54	2108	2108	White European	1	0		3	6	1	4	3		4	4	4	4	4	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2	3	1	4	3.67	2	3	3	I do not.	42.27929688	-71.24500275
R_9QU6RW8NLOyiESh	49.202.168.100	7/13/15 0:36	7/13/15 0:41	1	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	1	3	1	33	2108	2108	White European	1	0		6	11	1	4	3		3	4	2	3	4	3	2	2	2	2	4	4	4	2	2	2	4	3	3	2	3	3	4	3.2	2.67	3	3.33	2	ns	18.9750061	72.82580566
R_2b1hdLIwKkoNip7	128.103.193.204	7/20/15 13:53	7/20/15 14:04	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	26	2114	2114	White European	1	0		6	5	1	4	1		3	4	4	5	4	4	3	3	4	5	4	5	3	3	4	4	3	3	4	2	3	3	2	4.2	4	2.5	3.67	3.5		42.38000488	-71.13289642
R_6rQf5tvvvW00JQ9	69.43.65.114	7/10/15 14:04	7/10/15 14:13	1	1	1	1	4	1	0	0	0	1	0	0	1	0	1	1	0	5	2	20	2115	2115	White European	1	0		4	7	5	4	3		3	4	3	4	4	4	3	4	4	4	4	5	5	1	4	4	4	4	4	2	2	2	1	3.8	4	1.75	3.33	3	I enjoyed this because its about our future and we need to start these programs. This shouldn't be a survey this should be done. People fight against what needs to happen but sit idly by when the earth is destroyed by whats already happened. 	42.34509277	-71.09929657
R_8ojl9YrzpZYuk4t	66.153.89.10	7/10/15 23:10	7/10/15 23:19	1	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	2	1	28	2120	2120	Black or African American	0	0		7	7	1	4	1		4	5	4	5	4	5	5	1	5	4	4	5	3	3	4	3	4	1	5	3	3	3	2	4.6	3.5	2.75	5	3.5		42.34509277	-71.09929657
R_d1hqGSfRusB2WYB	50.176.70.91	7/21/15 17:57	7/21/15 18:14	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	22	2120	2120	White European	1	0		7	1	5	4	2		1	5	5	5	5	5	1	1	5	5	5	5	2	4	1	3	5	2	3	3	1	1	2	5	3.17	1.75	3.67	3		42.33309937	-71.09570313
R_3RfTbBauwzdBfV3	76.119.196.199	7/21/15 16:16	7/21/15 16:27	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	32	2127	2127	White European	1	0		7	8	3	4	1		1	3	5	5	3	3	5	4	4	2	2	5	3	3	3	3	5	3	4	3	2	5	4	3.8	2.83	3.5	4	2.5	"In some of the questions toward the end, you didn't give an option that is ""Other"" or ""I wish not to answer"" or an opt out - as a participant, I had to agree to one of the statements even though I didn't agree/disagree with any of them."	42.33459473	-71.03620148
R_9AXCsuRHBqoimvb	90.207.135.241	7/11/15 0:34	7/11/15 0:43	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	30	2127	2127	White European	1	0		6	10	1	4	2		1	3	4	2	4	2	3	4	2	2	2	5	3	3	2	2	3	5	4	5	3	4	3	3	2.83	3.75	3.33	2.5		51.51420593	-0.093093872
R_2t3UDaqQVWHDjvf	108.20.0.165	7/11/15 10:58	7/11/15 11:08	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	44	2128	2128	White European	1	0		5	3	1	4	3		3	5	4	5	5	4	3	1	5	3	4	5	3	3	4	3	5	2	5	4	3	5	1	4.6	3.5	3.25	4.33	3	MT ID # A1S4U8K21USI9A	42.32209778	-71.13339996
R_0iHp12NIO4D2gMl	209.104.229.166	7/23/15 7:29	7/23/15 8:16	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	27	2130	2130	White European	1	0		3	4	1	4	3		2	4	2	3	4	4	3	2	3	4	4	5	3	3	4	4	4	2	4	2	2	2	2	3.4	3.67	2	4	2.5		42.2848053	-71.07409668
R_5mMMkal0oe6JG1T	50.176.135.120	7/14/15 9:22	7/14/15 9:29	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	29	2130	2130	White European	1	0		5	4	1	4	3		3	5	5	5	5	5	3	5	5	5	5	5	5	1	5	5	5	1	5	1	1	1	1	5	4.33	1	3	3		42.31590271	-71.05590057
R_6XaRkSzHHtkdA9v	24.184.97.243	7/26/15 9:29	7/26/15 9:39	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	1	5	1	34	2130	2130	"Hispanic, Latino or Spanish"	0	0		6	1	5	4	3		2	4	5	4	4	4	2	5	3	4	5	5	3	3	5	5	3	2	5	3	2	3	1	4.2	4.33	2.25	2.67	3		40.7492981	-73.68240356
R_bCvpOiyDDjgNIlT	96.233.19.88	7/21/15 13:44	7/21/15 13:52	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	56	2132	2132	White European	1	0		7	8	4	4	1		3	4	4	4	4	4	4	4	4	3	3	5	4	2	2	3	4	2	4	5	4	5	1	4	2.83	3.75	3.67	3		42.28300476	-71.12090302
R_bEnSb3whMfZaP1H	74.9.46.15	7/23/15 12:07	7/23/15 12:17	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	1	27	2134	2134	White European	1	0		7	5	1	4	1		3	4	4	4	4	3	2	4	3	2	2	4	4	2	3	2	2	3	4	5	4	5	2	3.8	2.67	4	2.67	3.5		42.36160278	-71.06739807
R_e4Ih3i9Aa1nr9Ot	24.91.94.169	7/11/15 18:58	7/11/15 19:09	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	26	2134	2134	White European	1	0		7	4	3	4	5		2	5	2	5	4	3	2	4	4	4	4	5	3	3	4	4	5	2	4	2	1	3	1	3.8	3.67	1.75	3	2.5	None.	42.28300476	-71.12090302
R_8iFELvYBcFeQjCR	209.6.78.231	7/27/15 4:42	7/27/15 5:02	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	35	2135	2135	White European	1	0		6	7	1	4	2		1	4	4	4	4	4	4	4	5	4	4	5	3	3	4	4	5	1	5	3	2	4	2	4	3.67	2.75	3.67	3		42.34840393	-71.15509796
R_8IL64Ln8taMW3JP	73.186.152.245	7/13/15 12:42	7/13/15 12:52	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	24	2135	2135	White European	1	0		7	4	1	4	1		2	5	5	5	4	4	2	5	4	5	5	4	4	2	4	5	4	2	5	2	2	3	1	4.6	4.33	2	2.33	3		42.34309387	-71.1230011
R_bC8FdAK6vJZsX1r	8.12.61.13	7/16/15 13:34	7/16/15 13:42	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	27	2135	2135	White European	1	0		7	6	1	5	1		3	5	4	4	4	4	3	4	5	4	4	5	4	2	4	4	5	2	5	3	2	3	2	4.2	3.83	2.5	3.33	3	Thanks.	42.34509277	-71.09929657
R_bm6GrtBpNTeYNQp	146.115.40.102	7/26/15 14:08	7/26/15 14:26	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	31	2135	2135	White European	1	0		6	5	1	4	1		3	4	4	4	3	5	3	5	4	3	3	5	3	3	3	4	4	2	5	4	3	4	2	4	3.33	3.25	3	3		42.35960388	-71.12870026
R_0p6vxKxaLOM0Vox	71.174.131.211	7/15/15 3:41	7/15/15 3:55	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	1	62	2138	2138	Asian	0	0		7	6	1	4	1		4	4	4	4	5	4	2	4	4	4	4	4	3	3	4	4	4	2	4	2	2	3	1	4.2	3.67	2	2.67	3	This survey is valuable because it makes survey takers decide on how they want to impact the environment. 	42.2848053	-71.07409668
R_2iqXzNJaW9GXSdL	113.199.159.92	7/25/15 23:59	7/26/15 0:13	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	28	2138	2138	Asian	0	0		6	7	1	4	1		2	4	2	2	4	2	2	4	3	5	3	4	4	2	3	2	3	5	2	3	2	5	5	2.8	3.33	3.75	2.67	3		27.71670532	85.31671143
R_6teJEBpxwITFEeF	65.112.10.198	7/11/15 6:33	7/11/15 6:40	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	44	2138	2138	White European	1	0		7	8	1	4	1		1	4	4	4	2	3	2	4	4	4	3	4	2	4	3	4	4	2	4	4	2	5	2	3.4	3.33	3.25	2.67	3		42.35820007	-71.05069733
R_3IqlfNx2hfYxxnD	18.171.0.41	7/27/15 10:04	7/27/15 10:11	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	26	2141	2141	Black or African American	0	0		6	5	1	4	1		4	5	5	5	5	5	2	4	4	4	3	3	4	2	2	3	4	3	5	4	4	5	1	5	3.33	3.5	2.33	3		42.36459351	-71.10279846
R_0oGsLWMorV4Bk1f	50.133.223.73	7/12/15 11:02	7/12/15 11:10	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	44	2143	2143	White European	1	0		7	8	1	4	1		2	4	4	5	4	5	4	5	4	4	5	5	2	4	4	4	4	2	5	2	1	3	1	4.4	4	1.75	3.33	3		42.38000488	-71.13289642
R_aY7FOdPNPZCH22F	24.250.39.176	7/12/15 13:36	7/12/15 13:55	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	26	2143	2143	White European	1	0		7	5	1	4	3		2	5	4	4	4	5	3	5	4	4	2	5	3	3	4	4	3	4	4	4	3	5	1	4.4	3.67	3.25	3	3.5		41.81329346	-71.36190033
R_cUSGSICZizH4ibP	209.6.228.247	7/27/15 4:28	7/27/15 4:43	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	5	1	25	2143	2143	White European	1	0		6	4	1	4	3		3	4	3	4	4	4	3	4	3	4	2	5	4	2	3	4	3	3	4	4	4	5	3	3.8	3.33	4	3.33	3		42.39079285	-71.09249878
R_0HbxWvLhImRT7IV	209.6.52.4	7/23/15 11:03	7/23/15 11:17	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	25	2144	2144	White European	1	0		6	4	1	4	1		1	4	4	4	2	4	3	4	4	3	2	5	4	2	3	2	4	3	4	4	2	2	2	3.6	2.83	2.5	3.33	3	no	42.38279724	-71.09549713
R_0TmUsFFK76t4dCZ	50.187.43.6	7/27/15 3:58	7/27/15 4:06	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	26	2144	2144	White European	1	0		6	10	1	4	1		4	5	4	4	5	4	3	4	4	4	4	5	3	3	5	4	5	2	5	3	1	4	1	4.4	4	2.25	3.33	2.5	no comments	42.39309692	-71.1344986
R_78HXVWjXQKQgbrv	209.6.91.105	7/27/15 12:16	7/27/15 12:24	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	26	2145	2145	White European	1	0		4	4	1	4	5		1	4	3	4	4	4	3	2	4	4	4	4	3	3	3	3	4	3	4	3	3	3	3	3.8	3.5	3	3.67	3		42.40190125	-71.11930084
R_4YM3Z11a6BePDaB	98.216.102.187	7/22/15 16:57	7/22/15 17:02	1	1	1	1	3	1	0	0	0	1	0	0	1	0	0	0	0	3	2	32	2148	2148	White European	1	0		3	6	1	4	2		3	4	3	4	4	4	3	2	2	4	4	5	4	2	4	4	4	4	4	2	1	2	2	3.8	4	1.75	4	2	n/a	42.42469788	-71.11119843
R_50bTj8paHBwSlHD	50.176.13.193	7/15/15 12:58	7/15/15 13:12	1	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	57	2149	2149	White European	1	0		4	5	6	4	1		2	4	3	3	4	4	3	3	3	4	3	4	3	3	3	4	3	3	4	3	3	3	3	3.6	3.5	3	3.33	3		42.42810059	-71.05460358
R_5BGLiu7ObeccajP	71.192.71.137	7/10/15 19:21	7/10/15 19:34	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	25	2151	2151	White European	1	0		4	2	3	4	3		1	3	2	3	2	2	3	4	3	4	2	4	2	4	2	4	2	3	4	4	5	5	3	2.4	3.17	4.25	3	3.5		42.41630554	-70.99690247
R_3W76O9yPDdwJxDD	73.159.88.186	7/27/15 6:26	7/27/15 6:40	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	25	2155	2155	White European	1	0		7	4	1	4	3		2	4	5	5	4	4	4	4	4	4	4	5	3	3	5	4	5	2	4	2	2	2	2	4.4	3.83	2	3.67	2.5		42.20680237	-70.9552002
R_5vFl5h1swraARmd	96.230.57.58	7/16/15 17:25	7/16/15 17:32	1	1	1	1	3	1	0	0	0	1	0	0	1	0	1	1	0	3	1	25	2155	2155	White European	1	0		6	7	1	4	1		2	5	4	4	5	4	4	5	4	4	4	5	4	2	4	4	5	2	4	2	1	3	2	4.4	3.67	2	3.33	2.5		42.42469788	-71.11119843
R_6zFMEXiuo6JhBxX	71.233.47.202	7/26/15 16:00	7/26/15 16:09	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	22	2155	2155	White European	1	0		6	5	1	4	5		3	5	4	5	4	3	4	3	5	5	4	5	3	3	5	5	5	1	5	4	2	4	1	4.2	4.17	2.75	4	3		42.40629578	-71.05120087
R_8cTb4VIGELREwHX	4.31.156.226	7/14/15 20:46	7/14/15 21:01	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	36	2155	2155	White European	1	0		6	4	5	4	1		2	4	3	4	4	4	3	4	5	4	4	5	3	3	4	3	4	2	5	3	2	4	2	3.8	3.67	2.75	3.33	3.5	"I think you may have left text out of the top row on the last page of images. The e.g., .... that was included in everything else wasn't there.  / Cool survey. Realized that private vs corporate was influencing my decisions part way through"	42.35839844	-71.05979919
R_2tpYgwkvkSFK45L	65.96.119.50	7/26/15 20:55	7/26/15 21:06	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	39	2169	2169	White European	1	0		4	1	3	4	5		1	4	4	5	5	5	4	5	5	4	4	5	4	2	4	4	5	1	5	4	2	5	1	4.6	3.67	3	3.33	3		42.24290466	-71.00980377
R_8c8AuB5J2crS6Il	14.195.70.110	7/21/15 6:09	7/21/15 6:18	1	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	1	2	2	38	2169	2169	Black or African American	0	0		6	10	1	4	1		4	3	2	3	4	4	2	3	2	4	2	4	4	2	3	4		4	2	2	3	4	3	3.2	3.17	3	3	2	no	19.98330688	73.80000305
R_dhTsDTwirdNCXGZ	49.202.168.100	7/13/15 0:22	7/13/15 0:31	1	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	1	2	2	38	2169	2169	Black or African American	0	0		6	10	1	4	1		3	4	2	4	3	2	2	3	2	4	2	4	4	2	3	4	2	4	2	4	3	2	4	3	3.17	3.25	3	3	ns	18.9750061	72.82580566
R_0N8eYana0RLX9UF	208.167.254.240	7/10/15 15:08	7/10/15 15:24	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	25	2171	2171	White European	1	0		6	8	1	4	1		1	5	5	5	5	5	2		5	4	4	5	3	3	4	5	5	2	5	2	2	2	1	5	4	1.75	3.5	3	Thank you	40.41690063	-74.25789642
R_6DalweIymPAufM9	167.219.88.140	7/13/15 7:48	7/13/15 7:56	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	35	2171	2171	White European	1	0		6	6	1	4	3		4	4	5	5	5	5	2	5	5	4	4	5	2	4	5	5	5	2	5	1	1	1	1	4.8	4.17	1	2.67	3		40.76620483	-73.98619843
R_afSxZEcJmbBhUgJ	73.149.231.23	7/27/15 21:30	7/27/15 21:39	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	26	2171	2171	Asian	0	0		6	5	2	4	3		4	4	4	5	4	4	3	4	4	4	3	5	4	2	3	4	3	2	4	3	2	4	1	4.2	3.33	2.5	3.33	3.5		42.24290466	-71.00980377
R_1GDT2JHtbi6pfet	146.255.157.208	7/15/15 2:58	7/15/15 3:13	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	61	2176	2176	White European	1	0		6	6	6	4	3		3	5	1	4	5	3	2	5	5	4	3	5	3	3	5	5	5	1	5	1	1	1	1	3.6	3.83	1	2.67	3	Interesting HIT and I support it....	43.8500061	18.38330078
R_40XchjhEy0nAmxL	73.38.213.231	7/14/15 10:07	7/14/15 10:26	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	29	2189	2189	Black or African American	0	0		4	5	1	4	3		2	4	2	3	2	3	1	5	4	5	5	5	4	2	5	5	5	2	5	2	1	3	2	2.8	4.5	2	2.33	2.5		42.20680237	-70.9552002
R_dnCWkQjzaAdOzxb	24.91.33.206	7/11/15 14:07	7/11/15 14:16	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	60	2190	2190	White European	1	0		4	7	3	4	2		2	2	2	2	1	1	2	3	2	4	3	4	3	3	4	4	2	4	3	3	3	3	3	1.6	3.67	3	3	3	ty	42.20680237	-70.9552002
R_1FzXdFvpLcrq56J	209.6.156.209	7/13/15 12:45	7/13/15 12:56	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	28	2215	2215	White European	1	0		6	5	1	4	3		3	5	4	5	4	4	2	4	3	4	2	5	2	4	2	2	4	3	4	5	3	5	2	4.4	2.83	3.75	3	2.5		42.33659363	-71.07260132
R_cSJ1RbHQafhfw2x	90.43.57.217	7/10/15 22:52	7/10/15 22:59	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	2	42	2215	2215	White European	1	0		6	6	1	4	1		3	5	4	5	5	5	3	5	5	5	4	5	4	2	5	5	4	1	5	1	1	1	1	4.8	4.17	1	3	3.5		48.9611969	2.06880188
R_eaDEHuW687d6R37	71.174.43.111	7/25/15 20:14	7/25/15 20:24	1	2	1	5	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	24	2215	2215	Asian	0	0		6	3	1	4	1		4	5	4	5	4	4	4	5	4	5	4	5	3	3	4	5	5	4	5	1	3	3	1	4.4	4.5	2	3.33	2.5		42.37309265	-71.0161972
