ResponseID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
R_1RgdZ3Vv2lNWZYV,1,0,1,1,1,1,0,0,1,No effect on my attitude,Female,39,1432,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$150,000-$174,999",A homemaker ,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Disagree,Stongly Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,"Yes, this is <strong>very much like</strong> how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.4427948,-71.23169708,98.229.181.225,7/27/15 11:48,7/27/15 11:59,Yes,Positive,Tolerated,No difference,None of the Above
R_9YSE6ASb2YFyqNf,1,0,1,1,1,0,0,0,1,No effect on my attitude,Female,61,1039,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$35,000-$49,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",Thank you for the opportunity to offer my thoughts on this important topic.,42.29029846,-72.64040375,71.127.11.215,7/27/15 12:30,7/27/15 12:47,Yes,Very positive,Encouraged,No difference,None of the Above
R_3BPG1iRB2SAYv53,1,0,1,1,1,0,0,0,1,More likely to support,Female,18,4730,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,46.11540222,-67.91699982,199.193.85.43,7/27/15 14:00,7/27/15 14:12,Yes,Very positive,Encouraged,More likely,0
R_3t9tMyEF2YZanwV,1,0,1,1,1,0,0,0,1,More likely to support,Male,27,95363,0,0,0,0,0,0,0,White European,0,,High school graduate,"Less than $10,000",Out of work,"Yes, I have done many HITs",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,37.63920593,-120.9736023,50.173.201.227,7/27/15 15:21,7/27/15 15:41,Yes,Very positive,Encouraged,No difference,None of the Above
R_bedlXxHaLECHU6V,1,0,1,1,1,0,0,0,1,More likely to support,Female,28,6776,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.61230469,-73.41210175,75.135.113.48,7/27/15 17:30,7/27/15 17:46,Yes,Positive,Encouraged,Less likely    ,None of the Above
R_8vuug6voyuSHjpP,1,1,0,0,0,1,1,1,0,No effect on my attitude,Female,45,2818,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$175,000-$199,999",Self-employed,"Yes, I am an MT worker ",None,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,,41.58770752,-71.46230316,173.69.40.77,7/12/15 16:51,7/12/15 16:58,Yes,Very positive,Encouraged,No difference,0
R_9QU6RW8NLOyiESh,1,1,1,0,1,0,1,0,1,No effect on my attitude,Female,33,2108,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$175,000-$199,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,ns,18.9750061,72.82580566,49.202.168.100,7/13/15 0:36,7/13/15 0:41,Yes,Positive,Tolerated,More likely,None of the Above
R_7NwFnzITm6AMlcp,1,1,0,1,1,1,2,0,1,No effect on my attitude,Female,32,2472,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$125,000-$149,000",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean", ,42.37219238,-71.17870331,98.216.191.229,7/14/15 8:27,7/14/15 8:38,Yes,Very positive,Encouraged,Less likely    ,None of the Above
R_4ME0EXGMx0uGEZv,1,1,0,2,2,2,2,1,1,No effect on my attitude,Female,23,3909,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,I didn't feel like I knew enough about the pros and cons of wind farms to be able to really make a firm decision. I would have to do more research about them vs. coal plants to make a more educated decision if i was to vote on the issue. ,43.31990051,-70.63179779,74.78.150.246,7/16/15 18:51,7/16/15 19:06,Yes,Neutral,Not sure,Less likely    ,None of the Above
R_8c8AuB5J2crS6Il,1,1,1,0,1,1,0,0,0,Less likely to support,Male,38,2169,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,-99,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,no,19.98330688,73.80000305,14.195.70.110,7/21/15 6:09,7/21/15 6:18,No,Positive,Tolerated,More likely,None of the Above
R_0vPMCZv5m2HGGiN,1,1,1,1,1,1,0,1,0,More likely to support,Female,33,2108,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$175,000-$199,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Agree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,NO,19.98330688,73.80000305,14.195.70.110,7/21/15 6:21,7/21/15 6:26,No,Positive,Prohibited,No difference,None of the Above
R_cN2EX7Fmw5AK5W5,1,1,1,2,1,1,2,0,1,More likely to support,Female,38,6902,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$175,000-$199,999",A homemaker ,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.06100464,-73.54290009,24.184.222.111,7/22/15 18:22,7/22/15 18:40,No,Very positive,Encouraged,No difference,None of the Above
R_9yk8jZZLJEkerT7,1,1,1,1,1,1,1,1,1,No effect on my attitude,Female,36,4740,0,0,0,0,0,0,0,White European,0,,Associate degree,"$25,000-$34,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,-99,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,46.68850708,-67.9910965,67.253.30.176,7/27/15 5:54,7/27/15 5:58,Yes,Very positive,Encouraged,No difference,None of the Above
R_emoq3AYZhc0zEr3,1,1,0,0,0,1,1,1,1,Much more likely to support,Female,35,3110,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",thank you for looking into this. The Cape Cod wind farm has created a lot of controversy here!,42.93960571,-71.53530121,24.218.118.6,7/27/15 12:56,7/27/15 13:05,Yes,Very positive,Encouraged,No difference,None of the Above
R_6QIHyPaXoQzNeqF,1,2,2,2,2,2,2,2,2,Much less likely to support,Female,35,4444,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Self-employed,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"It's not just about the eyesore, or the added expense to my electricity bill each month, it's about not knowing the effect these will have long term on ocean life.  Denmark has smaller turbines up since 1991, that's not long enough to know the impacts, nor is it necessarily a good guide to use for turbines that will be much larger.   /  / I will always opt for the solution that does NOT mess with the ocean life at all.  That is why I consistently chose C.  We can find cleaner ways to use coal and natural gas.  Let's not decide to just waltz off and potentially destroy yet another part of this world.  We've done enough to the oceans...we need to just stop.   /  / Another alternative, that no one likes to talk about much is:  work on ways to stop using so many resources.  Thing is, no one wants to be in the slightest bit inconvenienced to do that.  Ride a bike?  Here's the list of excuses as to why that's not possible....is what you will get in response.  Of course the winter time is ridiculously cold and i wouldn't ride a bike in that weather, either, but what about the other six months of the year?   /  / We have to decide if we want to mess up our oceans, or realize that burning wood isn't as bad as its made out to be, when it comes to heating homes.  We need to stop using so much oil to heat homes in the winter time.  Natural gas is a better solution in that case, and if we set up to use natural gas to heat homes, then we can use natural gas for other things, making wind turbines unnecessary.   /  / If no one wants turbines in their backyard, (which is the whole reason they would be out in the ocean), then they don't belong in the ocean, either.  I swear people as a ""community"" are incredibly selfish.  Let's go ahead and possibly destroy the ocean just so we don't have to look at some ugly monstrosity, (except when we go to the beach....which is another topic in itself to have to see those hideous things out there when looking out on the ocean), and because we think it's better to destroy yet another environment when we've done a bang up job of trashing the land that we live on.  Enough of this.  NO turbines in the ocean.",37.63690186,-121.0171051,104.54.85.195,7/10/15 22:18,7/10/15 22:47,Yes,Neutral,Discouraged,Much less likely,None of the Above
R_50bTj8paHBwSlHD,1,2,2,2,2,2,2,2,2,No effect on my attitude,Male,57,2149,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$35,000-$49,999",Retired,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.42810059,-71.05460358,50.176.13.193,7/15/15 12:58,7/15/15 13:12,Yes,Neutral,Tolerated,No difference,None of the Above
R_b9PimRqCXlZZPuZ,1,2,1,2,2,0,0,1,1,Less likely to support,Female,28,4263,0,0,0,0,0,0,0,0,Other (specify),Multi-Racial,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,44.22569275,-70.0062027,74.209.2.106,7/24/15 11:06,7/24/15 11:24,Yes,Neutral,Encouraged,No difference,None of the Above
R_3K4YYu69VKmc01n,1,2,2,2,2,2,2,2,2,No effect on my attitude,Male,44,29420,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,Never,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",,32.93260193,-79.97979736,199.67.17.19,7/27/15 11:52,7/27/15 12:00,Yes,Negative,Tolerated,No difference,None of the Above
R_8dJVk5zGuA4Ncmp,2,0,0,0,0,0,0,0,0,No effect on my attitude,Male,26,6107,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"no feedback, good survey. ",41.75270081,-72.75849915,73.17.41.134,7/14/15 14:26,7/14/15 14:34,Yes,Neutral,Tolerated,No difference,None of the Above
R_d6ETQfzFpqQymhL,2,0,1,0,0,0,0,1,0,No effect on my attitude,Female,45,4740,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",none,46.68850708,-67.9910965,67.253.30.176,7/15/15 8:31,7/15/15 8:47,Yes,Very positive,Not sure,Much less likely,None of the Above
R_9EPzxpmB2vpiQCN,2,0,0,0,0,0,0,0,0,Much more likely to support,Female,45,4740,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,46.68850708,-67.9910965,67.253.30.176,7/27/15 5:46,7/27/15 5:53,Yes,Very positive,Encouraged,No difference,None of the Above
R_e2uMOfaQ2XNjhyZ,2,1,1,0,1,1,1,1,1,Much more likely to support,Male,19,2466,0,0,0,0,0,0,0,White European,0,,High school graduate,"$250,000 and above",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.3500061,-71.22689819,146.115.139.235,7/10/15 13:24,7/10/15 13:29,Yes,Very positive,Encouraged,No difference,None of the Above
R_1TgvACmjDUzZBhr,2,1,0,1,1,0,0,1,0,Less likely to support,Male,21,1581,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$175,000-$199,999",Student,"Yes, I have done many HITs",Democratic party,,"Sometimes, 10-20 times/year",Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.38960266,-72.45339966,24.34.200.161,7/10/15 13:26,7/10/15 13:29,Yes,Neutral,Tolerated,Much less likely,0
R_2f4bEgPRKzRiTNX,2,1,1,0,2,1,1,1,0,More likely to support,Male,31,6268,0,Asian,0,0,0,0,0,0,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,,41.80799866,-72.25099945,50.28.140.169,7/10/15 13:23,7/10/15 13:31,Yes,Very positive,Encouraged,No difference,None of the Above
R_86RtqwQWvDwihUN,2,1,1,0,1,1,1,1,0,Much more likely to support,Female,43,1752,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none,42.34579468,-71.55059814,24.91.61.58,7/10/15 18:23,7/10/15 18:33,Yes,Positive,Encouraged,No difference,None of the Above
R_2gIhRA96q3HNnzT,2,1,1,0,1,1,1,1,1,No effect on my attitude,Male,35,6850,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.28329468,-72.86530304,32.218.92.66,7/10/15 18:40,7/10/15 18:59,No,Very positive,Encouraged,No difference,None of the Above
R_afqYVUFMoHSxxfT,2,1,0,0,1,1,1,0,0,No effect on my attitude,Male,21,2904,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$75,000-$99,999",Student,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",-99,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.85450745,-71.43779755,68.0.201.172,7/10/15 18:55,7/10/15 19:02,Yes,Positive,-99,No difference,None of the Above
R_8bL6I05G7NV5TqB,2,1,1,2,1,1,1,1,1,No effect on my attitude,Female,27,4062,0,0,0,0,0,0,0,White European,0,,Associate degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Agree,Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,43.79400635,-70.39790344,104.228.226.166,7/10/15 18:56,7/10/15 19:08,No,Positive,Discouraged,No difference,None of the Above
R_cRPwpnnPEe45Yax,2,1,1,2,2,-99,1,1,2,Much less likely to support,Female,25,2601,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$15,000-$24,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,-99,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.70809937,-70.34049988,73.143.221.212,7/10/15 21:53,7/10/15 22:16,Yes,Neutral,Prohibited,Much less likely,None of the Above
R_cSJ1RbHQafhfw2x,2,1,1,0,1,1,1,0,1,More likely to support,Male,42,2215,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,48.9611969,2.06880188,90.43.57.217,7/10/15 22:52,7/10/15 22:59,No,Very positive,Encouraged,No difference,None of the Above
