ID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,oper,att_w_US,const_st,wf_rec,attention_att
29,1,0,1,1,1,0,2,0,1,R_3mxEEvGPnogvQKp,No effect on my attitude,Female,22,3087,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"Less than $10,000",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.76179504,-71.41190338,75.68.31.124,7/13/15 8:19,7/13/15 8:33,Yes,Very positive,Encouraged,No difference,None of the Above
9,1,0,1,2,1,0,2,0,1,R_3n6wJgesn7ivrbT,No effect on my attitude,Male,27,1080,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$15,000-$24,999",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.0953064,-72.32450104,73.16.208.49,7/11/15 7:57,7/11/15 8:06,Yes,Very positive,Encouraged,No difference,None of the Above
377,4,0,2,0,2,2,0,1,1,R_3OavzhNiGtTJt89,Much more likely to support,Female,21,4038,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,43.71499634,-70.34519958,199.120.152.150,7/27/15 11:44,7/27/15 11:52,Yes,Very positive,Tolerated,No difference,None of the Above
331,4,0,1,0,1,0,1,1,1,R_3pDAcn1zkHA76NT,More likely to support,Female,22,6385,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"Less than $10,000",Out of work,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,,41.34519958,-72.1088028,32.212.84.214,7/13/15 14:06,7/13/15 14:26,Yes,Positive,Encouraged,No difference,0
317,4,0,1,0,1,0,1,1,1,R_3qvo4fVxSy5Fk0Z,No effect on my attitude,Female,42,4330,0,0,0,0,0,0,0,White European,0,,Associate degree,"Less than $10,000",Retired,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.40510559,-69.75669861,108.183.151.204,7/12/15 6:36,7/12/15 6:50,No,Positive,Encouraged,No difference,None of the Above
163,2,1,1,0,0,1,1,1,0,R_3r4vrsx373Jhgkl,Much more likely to support,Male,20,1001,0,Asian,0,0,0,0,0,0,0,,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,Never,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.12510681,-72.74949646,207.159.171.250,7/23/15 11:05,7/23/15 11:16,No,Very positive,Encouraged,No difference,None of the Above
159,2,1,1,2,2,1,1,1,2,R_3RfTbBauwzdBfV3,No effect on my attitude,Female,32,2127,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$100,000-$124,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"In some of the questions toward the end, you didn't give an option that is ""Other"" or ""I wish not to answer"" or an opt out - as a participant, I had to agree to one of the statements even though I didn't agree/disagree with any of them.",42.33459473,-71.03620148,76.119.196.199,7/21/15 16:16,7/21/15 16:27,Yes,Very positive,Encouraged,No difference,None of the Above
150,2,1,1,0,0,1,1,0,0,R_3siZnTX4069v11X,More likely to support,Female,29,2919,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,33.41479492,-111.9093018,209.147.144.21,7/17/15 10:27,7/17/15 10:38,Yes,Positive,-99,No difference,0
123,2,1,1,0,0,1,1,0,0,R_3sLyrCKhUEA5iPr,More likely to support,Male,22,2882,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.58770752,-71.46230316,173.69.52.94,7/12/15 12:50,7/12/15 12:58,Yes,Very positive,Encouraged,No difference,0
81,1,0,1,1,1,0,0,0,1,R_3t9tMyEF2YZanwV,More likely to support,Male,27,95363,0,0,0,0,0,0,0,White European,0,,High school graduate,"Less than $10,000",Out of work,"Yes, I have done many HITs",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,37.63920593,-120.9736023,50.173.201.227,7/27/15 15:21,7/27/15 15:41,Yes,Very positive,Encouraged,No difference,None of the Above
339,4,0,1,0,1,0,1,1,1,R_3UfFSPCQ8s6ZIMd,More likely to support,Female,22,6037,0,0,0,"Hispanic, Latino or Spanish",0,0,0,0,0,,Some college credit ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean", No but I enjoyed this survey very much!,41.65719604,-72.80349731,24.34.189.152,7/14/15 15:06,7/14/15 15:23,No,Very positive,Encouraged,No difference,None of the Above
404,4,2,2,2,2,2,2,2,2,R_3UiZ3C6VnxZkuDr,Much less likely to support,Female,58,3275,American Indian or Alaska Native ,0,0,0,0,0,0,White European,0,,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,Wind-generated electricity would be a great idea if it didn't kill birds.,43.23449707,-71.52269745,75.67.52.61,7/16/15 9:11,7/16/15 9:17,No,Negative,Prohibited,Less likely    ,0
403,4,2,2,2,2,2,2,1,1,R_3UTnT50f1jWpaF7,No effect on my attitude,Female,32,6042,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,41.7769928,-72.52359772,32.210.242.27,7/11/15 20:03,7/11/15 20:15,No,Positive,Encouraged,No difference,None of the Above
76,1,0,1,0,2,0,1,2,1,R_3vEn2mZxaExQxCJ,Less likely to support,Female,24,4103,0,0,0,0,0,0,0,White European,0,,Associate degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.22529602,-69.09230042,70.105.233.46,7/27/15 9:17,7/27/15 9:28,Yes,Positive,Encouraged,No difference,None of the Above
189,3,0,0,1,1,0,0,0,1,R_3vIN0Gt4GOykklL,Much less likely to support,Male,27,6905,0,0,0,0,0,0,0,White European,Other (specify),,Bechelor degree,"$75,000-$99,999",Student,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Stongly Disagree,-99,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.21670532,-83.74060059,68.37.223.200,7/10/15 15:05,7/10/15 15:17,Yes,Very positive,Encouraged,No difference,None of the Above
318,4,0,1,0,1,0,1,0,1,R_3ViniLdqtYkUM1n,No effect on my attitude,Male,28,4981,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,44.39599609,-69.42440033,66.243.208.209,7/12/15 6:54,7/12/15 7:06,No,Positive,Encouraged,No difference,None of the Above
336,4,0,1,1,1,0,1,1,1,R_3Vjsp8uIcWjkMlL,More likely to support,Female,23,2446,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.2736969,-71.08999634,50.153.149.12,7/13/15 20:38,7/13/15 20:47,Yes,Positive,Tolerated,No difference,0
135,2,1,1,0,1,1,1,1,0,R_3VLGT3hUBDetMtT,More likely to support,Male,34,1862,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.54930115,-71.25579834,96.233.113.114,7/13/15 19:09,7/13/15 19:21,Yes,Very positive,Encouraged,No difference,None of the Above
252,3,0,0,1,1,0,0,0,1,R_3VnUbFlpfJ3Cl5H,More likely to support,Male,34,2920,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.76939392,-71.46759796,74.97.36.122,7/21/15 17:47,7/21/15 17:59,Yes,Very positive,Encouraged,No difference,None of the Above
72,1,0,1,1,1,0,2,0,1,R_3VOIs4RZ8lGlJjL,Much more likely to support,Female,23,3079,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$35,000-$49,999",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Disagree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",N/A,42.89149475,-71.27870178,50.189.228.116,7/27/15 2:57,7/27/15 3:15,No,Very positive,Tolerated,No difference,None of the Above
374,4,0,1,0,1,0,0,1,1,R_3W76O9yPDdwJxDD,More likely to support,Female,25,2155,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.20680237,-70.9552002,73.159.88.186,7/27/15 6:26,7/27/15 6:40,Yes,Very positive,Encouraged,No difference,None of the Above
33,1,0,1,1,1,0,0,0,1,R_40XchjhEy0nAmxL,More likely to support,Female,29,2189,0,0,Black or African American,0,0,0,0,0,0,,Some college credit ,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.20680237,-70.9552002,73.38.213.231,7/14/15 10:07,7/14/15 10:26,Yes,Very positive,Encouraged,No difference,None of the Above
151,2,1,1,0,1,1,1,1,0,R_41tJIld8tHgYVH7,More likely to support,Female,32,3071,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$35,000-$49,999",Student,"Yes, I am an MT worker ",Independent,,Never,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Stongly Disagree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Disagree,"Yes, this is <strong>like</strong> how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,43.64450073,-72.90049744,71.181.105.252,7/17/15 12:49,7/17/15 13:03,Yes,Very positive,Encouraged,Less likely    ,None of the Above
369,4,0,1,0,1,0,0,1,1,R_42AOFcD8mMn1sNv,More likely to support,Female,20,2921,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.76150513,-71.51799774,70.172.198.102,7/26/15 21:15,7/26/15 21:25,Yes,Very positive,Encouraged,No difference,0
144,2,1,1,0,1,1,1,1,1,R_4GzUjLh3S2c0q1L,Much less likely to support,Female,29,2865,American Indian or Alaska Native ,0,0,0,0,0,0,White European,0,,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",None,18.53329468,73.86669922,103.8.150.169,7/16/15 5:14,7/16/15 5:21,No,Very positive,Encouraged,Much less likely,None of the Above
218,3,0,0,1,1,0,0,0,1,R_4IthKmgHNSfijaZ,No effect on my attitude,Female,20,2857,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$35,000-$49,999",Out of work,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,no feedback,41.88139343,-71.55670166,108.34.130.186,7/13/15 17:25,7/13/15 17:36,Yes,Positive,Tolerated,No difference,0
397,4,1,0,0,1,1,1,1,0,R_4JwwBo0IGilUEkd,More likely to support,Male,33,1462,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Self-employed,"Yes, I have done many HITs",Independent,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,42.59080505,-71.80549622,71.232.81.233,7/26/15 22:07,7/26/15 22:18,Yes,Positive,Discouraged,No difference,None of the Above
86,1,1,0,2,2,2,2,1,1,R_4ME0EXGMx0uGEZv,No effect on my attitude,Female,23,3909,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,I didn't feel like I knew enough about the pros and cons of wind farms to be able to really make a firm decision. I would have to do more research about them vs. coal plants to make a more educated decision if i was to vote on the issue. ,43.31990051,-70.63179779,74.78.150.246,7/16/15 18:51,7/16/15 19:06,Yes,Neutral,Not sure,Less likely    ,None of the Above
298,3,2,0,1,1,0,0,0,1,R_4My9hc6sFmvKdBH,More likely to support,Female,22,2908,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.82069397,-71.44920349,173.69.59.152,7/21/15 15:37,7/21/15 15:50,No,Neutral,Not sure,Less likely    ,None of the Above
23,1,0,1,2,2,0,0,2,1,R_4Obwgz5yXr8Q3RP,No effect on my attitude,Female,28,2895,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Agree,Disagree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,41.9980011,-71.49410248,71.117.150.152,7/12/15 13:40,7/12/15 13:50,Yes,Very positive,Encouraged,No difference,None of the Above
384,4,1,0,1,1,0,1,1,1,R_4T2ELhai4gkcMId,Much more likely to support,Male,27,28777,0,0,0,0,0,0,0,White European,0,,High school graduate,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Agree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,38,-97,192.228.94.117,7/11/15 18:04,7/11/15 18:11,Yes,Very positive,Encouraged,No difference,None of the Above
49,1,0,1,2,1,0,1,0,1,R_4UszAknxHX1fcMd,More likely to support,Female,22,2453,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$100,000-$124,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.36990356,-71.23529816,108.20.233.157,7/20/15 13:06,7/20/15 13:18,Yes,Positive,Encouraged,No difference,None of the Above
