ResponseID,type_mean,con_mean
R_6DuQ2ejBJhSrXy5,mean_rel,3.33
R_6eWLlRj99hivOEl,mean_rel,3.67
R_6fHtAi514WJaiGx,mean_rel,4.17
R_6Gd3llQdQpVornD,mean_rel,3.67
R_6JRf3ZMco16QsSN,mean_rel,3.33
R_6kUNkAbZYipCJJr,mean_rel,3.83
R_6KzcPDlHa16dpxr,mean_rel,3.17
R_6L1FceTSxoVJpmR,mean_rel,3.5
R_6mbcyrj4wmFuEV7,mean_rel,3.67
R_6mVB9yxTAbOOii1,mean_rel,3.67
R_6nfI0zvXDXzSLhr,mean_rel,4.33
R_6P5qGwDAlA0tRM9,mean_rel,3.67
R_6PxAP7IAnkSd1tj,mean_rel,3.67
R_6PXRlYCPNLWkyEZ,mean_rel,4.17
R_6Q2bKss6ad5PRAN,mean_rel,5
R_6QIHyPaXoQzNeqF,mean_rel,3.83
R_6rJc8bEtejdvTJr,mean_rel,4.17
R_6RLjg7evicLqQER,mean_rel,3.5
R_6S9623OwcAKEcFn,mean_rel,3.83
R_6sVd1MweY9SicqF,mean_rel,3.17
R_6teJEBpxwITFEeF,mean_rel,3.33
R_6VuQlrLPWH4RnMx,mean_rel,4.5
R_6zFMEXiuo6JhBxX,mean_rel,4.17
R_71iNBFYHgguGso5,mean_rel,4
R_74jwdrwcyshimix,mean_rel,4.17
R_74LJ8nixoVPRv81,mean_rel,3.67
R_74mK9ZOkbE0WEnP,mean_rel,3.67
R_77BfnjlVOWOW1y5,mean_rel,4.17
R_77ekb9Cqx0dSACN,mean_rel,4.33
R_78HXVWjXQKQgbrv,mean_rel,3.5
R_79BO6LOktjfGe2x,mean_rel,3.5
R_7NwFnzITm6AMlcp,mean_rel,4.17
R_7Og2Hxys5yl6m7H,mean_rel,3.17
R_7OoNH8Qb3uBnaW9,mean_rel,3.33
R_7R3j2aVNBbOKO21,mean_rel,4.33
R_81VySqk5NT9vGxT,mean_rel,4.17
R_82Py6qhFA9ja7VH,mean_rel,3.33
R_86RtqwQWvDwihUN,mean_rel,3.5
R_8bL6I05G7NV5TqB,mean_rel,3.67
R_8CeLwJuUrJIFbiR,mean_rel,3.83
R_8cTb4VIGELREwHX,mean_rel,3.67
R_8dicYIpm2nFQfiJ,mean_rel,4.33
R_8dJVk5zGuA4Ncmp,mean_rel,3
R_8e8rphJ7hGXMkGF,mean_rel,4
R_8H569CAJCPI3gEt,mean_rel,3.67
R_8HVtyNezMgl4FFj,mean_rel,3.5
R_8iFELvYBcFeQjCR,mean_rel,3.67
R_8iGFBKFtCpmmrXf,mean_rel,3.33
R_8IghlH19w1pw4uh,mean_rel,4
R_8IL64Ln8taMW3JP,mean_rel,4.33
R_8v8fFiriLGfB3VP,mean_rel,3.67
R_8vVdzf54XCFnO73,mean_rel,3.83
R_8xl0a3uNONomiup,mean_rel,3.67
R_9AXCsuRHBqoimvb,mean_rel,2.83
R_9EPzxpmB2vpiQCN,mean_rel,3.5
R_9EqxUElUr0iPF9X,mean_rel,4.17
R_9KWMsZb0bZjK4Pb,mean_rel,4.33
R_9KwPmcHqGwceDEV,mean_rel,4.33
R_9KxPOB0jpRJu8WF,mean_rel,3.67
R_9p2crtBGTm54x6J,mean_rel,3.5
R_9pJg1YTxQCcX6Yd,mean_rel,3.33
R_9QU6RW8NLOyiESh,mean_rel,2.67
R_9S3apTJcJ7QG6Rn,mean_rel,4
R_9t82UbQHVZ87Bqd,mean_rel,3.83
R_9tN81z8VG7IYvo9,mean_rel,3.83
R_9toXwBOO5RJRFkh,mean_rel,3.5
R_9XroaYNZJfDoqGN,mean_rel,3.17
R_9Y0d73UAxa76Del,mean_rel,3.83
R_9yk8jZZLJEkerT7,mean_rel,3.2
R_9YSE6ASb2YFyqNf,mean_rel,4.33
R_9ZAsE9UBgdjlYgt,mean_rel,3.5
R_9ZhhNFePbsgpEA5,mean_rel,3.83
R_a2HfDjdqyEhkt3T,mean_rel,3.67
R_a2z0hWSnOiQQHKB,mean_rel,4.33
R_a3E2KGTJdHJC6pL,mean_rel,3.33
R_a95ajFzwK6sha0R,mean_rel,4.33
R_ab22AooETQQFOdL,mean_rel,3.67
R_afqYVUFMoHSxxfT,mean_rel,3.33
R_ag6JHiFNXubHXDv,mean_rel,3.83
R_agHj3eq49kGzGGV,mean_rel,4.33
R_ahCqfjWZyn1YwPH,mean_rel,4
R_aVmtXz2i254vnEx,mean_rel,3.17
R_aY4SBJKtQSyF0vX,mean_rel,3.5
R_aY7FOdPNPZCH22F,mean_rel,3.67
R_aYv8mHBZlj0CRq5,mean_rel,3.17
R_b1KCSfREOEJfmtv,mean_rel,3.5
R_b1q0VxsvuP4xWrb,mean_rel,3.83
R_b3GxGMw8QThLyBv,mean_rel,3.67
R_b8wu6cwP3lxBOJv,mean_rel,4.33
R_b9K0jFJ8Lbw6YxT,mean_rel,3.67
R_b9rW9Ri4Zl2u7Xv,mean_rel,3.5
R_baa2Mxag7IwQRsp,mean_rel,3.83
R_bClxERZDA7gvv0N,mean_rel,3.5
R_bCvpOiyDDjgNIlT,mean_rel,2.83
R_bdBt4ubvlmYn29n,mean_rel,3
R_bedlXxHaLECHU6V,mean_rel,4
R_bEnSb3whMfZaP1H,mean_rel,2.67
R_bI3M4wTLhxu4OK9,mean_rel,4
R_bm6GrtBpNTeYNQp,mean_rel,3.33
R_bNTkn5kWlYmrCuN,mean_rel,4.33
R_bpvitqE4cXBkRKd,mean_rel,4.4
R_bPWsuZu6tR2NS17,mean_rel,3.33
R_bqhdczjeGHpyohT,mean_rel,3.67
R_brNlZkLKzMOuUqV,mean_rel,4.33
R_bybYkahi5ayo1ox,mean_rel,3.83
R_byMQ3iVmIqbgNUh,mean_rel,3.5
R_cA54GCklhlgeoOF,mean_rel,4.83
R_cBIdhWeV5SUWtKd,mean_rel,3.33
R_cBJqORad18yFTk9,mean_rel,3.83
R_cBKCSlPlA2I42qx,mean_rel,3
R_cC77pr8ZV3WENs9,mean_rel,4.5
R_cDdiCuPVOwRO3at,mean_rel,3
R_cN2EX7Fmw5AK5W5,mean_rel,3.33
R_cPadPm027lzVned,mean_rel,4.33
R_cRPwpnnPEe45Yax,mean_rel,4.17
R_cSJ1RbHQafhfw2x,mean_rel,4.17
R_cUSGSICZizH4ibP,mean_rel,3.33
R_cvcRRTXyJZG42Wx,mean_rel,4.33
R_cVkumCviUibfpwV,mean_rel,3.67
R_d0Vkm9FXus6u2Xj,mean_rel,3.17
R_d1hqGSfRusB2WYB,mean_rel,3.17
R_d4gxMC1tfFzsB1j,mean_rel,3.67
R_d5NFyjFU4mtTovr,mean_rel,3.67
R_d6ETQfzFpqQymhL,mean_rel,4.33
R_d6Gd6yVxVpfiIjb,mean_rel,4
R_dg67SVAkMvbqjNH,mean_rel,3.83
R_dhsUh4PunZnqObz,mean_rel,3.33
R_dnCWkQjzaAdOzxb,mean_rel,3.67
R_dogKIS0XGm03C2p,mean_rel,4
R_e2uMOfaQ2XNjhyZ,mean_rel,3.67
R_e33J1ub9FfHSyot,mean_rel,3.5
R_e3cyMfhBdMk6D3L,mean_rel,4
R_e3zZsCSg0CiSPZj,mean_rel,4.33
R_e4Ih3i9Aa1nr9Ot,mean_rel,3.67
R_eaffsMkag0wCfOJ,mean_rel,3.33
R_eaMevRytmPlQRG5,mean_rel,3.33
R_ebAysdUZivGqkcJ,mean_rel,3.83
R_eEA6P0lDhzk7GhD,mean_rel,3
R_eeot0CF8zaFqtYp,mean_rel,2.67
R_eepEnr5BOdjrp9b,mean_rel,4
R_eh5pcVEURr1WeNv,mean_rel,3.67
R_eICzmsyOuWZXJ9X,mean_rel,4
R_eIPK6Ya5MMXPrhP,mean_rel,4
R_el22tcAF8oylTmJ,mean_rel,3.33
R_elE1gWpVuI014Et,mean_rel,3.83
R_eLqKxoiUzn5lum1,mean_rel,4
R_emLV4M5pLY6VEdT,mean_rel,4
R_emoq3AYZhc0zEr3,mean_rel,3.33
R_eSgMhuuFVr2bN5P,mean_rel,4.33
R_etD7MzYJ7zOuxUN,mean_rel,4.33
R_eUOvfJ7CNuFailT,mean_rel,3.83
R_ewCJvISccDpFbMx,mean_rel,3.67
R_eXKLQwf9XpktlmR,mean_rel,3.83
R_eycEeieXrYzisap,mean_rel,3.83
R_2gZzrWHmgbqM0LP,mean_rel,3.5
R_3eHmgQHFnS4STL7,mean_rel,3.5
R_4GzUjLh3S2c0q1L,mean_rel,3.67
R_6uvGyYGLHUGAAJv,mean_rel,4.5
R_74n6blPytasQNPn,mean_rel,3.67
R_bfs8r8hkPXkEJGl,mean_rel,4
R_4Z7dgqxQPC6fnBr,mean_rel,3.17
R_5yVMo4tqkV1of3L,mean_rel,2.17
R_cw46VUhKKksccEl,mean_rel,3.5
R_7Vhp1Tuopm40rFX,mean_rel,3.67
R_0oWwXewYpbwgTNX,mean_rel,3.67
R_2gIhRA96q3HNnzT,mean_rel,3.17
R_3UfFSPCQ8s6ZIMd,mean_rel,4.33
R_6QknmxyHTy4LkpL,mean_rel,3.83
R_6XaRkSzHHtkdA9v,mean_rel,4.33
R_8i6VbbG38Fmci2N,mean_rel,3.67
R_cuonXDpuAwB7EUd,mean_rel,3.17
R_0uiEagDZ8utTBJ3,mean_rel,4.83
R_1OhvFkVJPErdUc5,mean_rel,2.83
R_1YowFFJnbj4Cn09,mean_rel,4.5
R_3BHxg7xEcXZrZMF,mean_rel,3.17
R_3IqlfNx2hfYxxnD,mean_rel,3.33
R_40XchjhEy0nAmxL,mean_rel,4.5
R_4My9hc6sFmvKdBH,mean_rel,3.67
R_8c8AuB5J2crS6Il,mean_rel,3.17
R_8wee3dWnHR6iKBT,mean_rel,4
R_9zd9Kp835bJG3ml,mean_rel,3.33
R_cuuehDPFDRuBWxn,mean_rel,4.33
R_dhTsDTwirdNCXGZ,mean_rel,3.17
R_0p6vxKxaLOM0Vox,mean_rel,3.67
R_2f4bEgPRKzRiTNX,mean_rel,3.83
R_2iqXzNJaW9GXSdL,mean_rel,3.33
R_3r4vrsx373Jhgkl,mean_rel,3.5
R_4VN278d6PHU55eB,mean_rel,4.5
R_5jdQhnCqlYQYnZj,mean_rel,4.17
R_5nbEs2ZclGiccqp,mean_rel,3.5
R_5nkEqpFxUMekQIt,mean_rel,2.33
R_9YqueA12icepNPv,mean_rel,3.17
R_afSxZEcJmbBhUgJ,mean_rel,3.33
R_cRV5ic7cdPwDd1X,mean_rel,3.5
R_eaDEHuW687d6R37,mean_rel,4.5
R_er3efIHEv8lfgah,mean_rel,2.33
R_etD12acTHVo6w9T,mean_rel,4.33
R_ezFAqUG11Mqi0v3,mean_rel,4.33
R_8ohSCJwYDSbirQN,mean_rel,3.67
R_8xn6ieyQM4RCCl7,mean_rel,2.67
R_9sQEsdc3WvjJmFD,mean_rel,3
R_9Y7hZzEPId65hJj,mean_rel,3.67
R_b7b4q1XNdpUpzed,mean_rel,3.5
R_b7yL1FIXdxsd6OF,mean_rel,4
R_b9PimRqCXlZZPuZ,mean_rel,3.33
R_e4e09Tf648CkLAx,mean_rel,3.67
R_eQKQFE1A856u3Pv,mean_rel,3.5
R_7TFdGWuq4yWiVvv,mean_rel,4
R_24SCiMOX1WrmTwV,mean_rel,3.67
R_6tKvYgpRwpGKYIJ,mean_rel,4
R_eGbQ71Hj5U4bhml,mean_rel,3.67
R_0HTlmcKe5FrddvT,mean_rel,4.33
R_02Il4uscqNJuWBT,mean_rel,4.17
R_03dxZHgSxRRcU7P,mean_rel,3.67
R_0fEAnZ0L0SnIgdv,mean_rel,3.83
R_0HzpeHxYFAbzwqN,mean_rel,4
R_0lK5HskKZ1QhchL,mean_rel,4.33
R_0NiiDA0LUqBKurP,mean_rel,4.17
R_1XqfUEl4ZyIabvT,mean_rel,3
R_25g5cHZf8qidvg1,mean_rel,4
R_25JOudIl1Bb2gOV,mean_rel,3.33
R_3BPG1iRB2SAYv53,mean_rel,3.67
R_3jIaGS3rqT5KQ29,mean_rel,3.83
R_3mGJtMvjXL4RzEx,mean_rel,3.83
R_3sLyrCKhUEA5iPr,mean_rel,3.83
R_3Vjsp8uIcWjkMlL,mean_rel,3.67
R_42AOFcD8mMn1sNv,mean_rel,4.33
R_4IthKmgHNSfijaZ,mean_rel,4
R_4YM3Z11a6BePDaB,mean_rel,4
R_54GKsJiZ7KDpbcp,mean_rel,4
R_54lJ0DwiDgQkmzz,mean_rel,4.33
R_54pfYynpEFAvPwx,mean_rel,4
R_5vFl5h1swraARmd,mean_rel,3.67
R_6fiXZOdlZ67ceNL,mean_rel,3.83
R_6loeHiF2QwQm0QJ,mean_rel,4.17
R_6PxHJBxOhJQc4It,mean_rel,3.33
R_6rEMPZ6jxEWzWpn,mean_rel,4.67
R_6rQf5tvvvW00JQ9,mean_rel,4
R_74gDGFzRbg17jAV,mean_rel,3.83
R_78tNW32zHdAnvI9,mean_rel,4.33
R_7OI0txvPG1Ndt1r,mean_rel,3.67
R_7ZI9nBbS8V8jeq9,mean_rel,3.5
R_8A35Ep4FY0wNQmV,mean_rel,4
R_8vuug6voyuSHjpP,mean_rel,3.5
R_9B2xLMemFgPDDal,mean_rel,3.67
R_afQYvLDxQTVIUQd,mean_rel,3.33
R_ahrfMvYyioFro33,mean_rel,3.5
R_aYurtBVHOkIhPwh,mean_rel,2.5
R_b2x0tNPKzE8S4Qt,mean_rel,3.83
R_b8HhyEIcXvFDDmJ,mean_rel,3.83
R_bHq0aU04Fz4brO5,mean_rel,4.17
R_bNNE9KpWzq1Sy7X,mean_rel,4.33
R_bOYzr86DXvb249n,mean_rel,4.5
R_bpA2x94xv8xhjhz,mean_rel,3.17
R_bwHCL0bvTztLLql,mean_rel,1.83
R_cOYcEKS94gT6lWR,mean_rel,3.5
R_dbzwnErp9TWhYTr,mean_rel,4.17
R_e3P6K5pln04v8fb,mean_rel,2.83
R_eDqbEJUdasHpmU5,mean_rel,3
R_eFGDA9b5iFUkOIB,mean_rel,3.83
R_eFOllh6lCCc3nkV,mean_rel,4.17
R_ekEg6o8P5Tlsx6d,mean_rel,3.17
R_eOHNNDC7HcZ8szr,mean_rel,3.83
R_eVfldsb7MdgwbOJ,mean_rel,3.67
R_3UiZ3C6VnxZkuDr,mean_rel,4.33
R_8BQwbFdBUl9Ps8t,mean_rel,3.83
R_0ca6ARQoBohPc5T,mean_rel,5
R_3siZnTX4069v11X,mean_rel,3.33
R_5zEwqQU3Nx8NxtP,mean_rel,3.67
R_7VtR7o43v3unfBr,mean_rel,3.83
R_3pDAcn1zkHA76NT,mean_rel,3.33
R_8ojl9YrzpZYuk4t,mean_rel,3.5
R_dbcXzQUhGqs7QSF,mean_rel,3.33
R_0jo1GHSPQ9TFfY9,mean_rel,3.33
R_2tMHEQd2vOXpeQt,mean_rel,3.67
R_38BQM8ojvtQfXVP,mean_rel,3.83
R_d3WFRxD01cWJHQp,mean_rel,3.33
R_9mpG8C9qo1cIqrz,mean_rel,3.5
R_0BbFw5YG2F7Lzmt,mean_met,1.25
R_0k7FkHKRojtTMup,mean_met,1.75
R_0wSgxCUGcd1bXKJ,mean_met,1.5
R_3t9tMyEF2YZanwV,mean_met,1.5
R_4JwwBo0IGilUEkd,mean_met,2.5
R_6rN52dcPT1pH0wZ,mean_met,1.75
R_7364pEfSwZbety5,mean_met,1
R_bC8FdAK6vJZsX1r,mean_met,2.5
R_bJc9am6sm9ajtHf,mean_met,2.25
R_bOU9Q57g5l66dlX,mean_met,1
R_d5o2FCPWWgtizcx,mean_met,2
R_dgNSvO0l9aymLYx,mean_met,1
R_eDSmf8RhthpwKTr,mean_met,2.75
R_eLlIHaesAqsqFZX,mean_met,2.5
R_eR5IEwHotx12nVb,mean_met,3.5
R_5u22Vyg67iBFZVb,mean_met,2
R_8J40FdkztWi0QAJ,mean_met,3.5
R_eXmR1gv8hanVQAB,mean_met,4.5
R_06Y0lnVBn4wxJ3L,mean_met,3
R_07AGQOGDunwlNtj,mean_met,1
R_0ccMuYX35uxjiHH,mean_met,2.5
R_0CJgoxE736KONEh,mean_met,1.75
R_0cR05LOhW7P7qIJ,mean_met,3.25
R_0cuvRoyOulek00R,mean_met,1.5
R_0dENC7slP3a5Rd3,mean_met,3
R_0DMHiyIBCc8lqvj,mean_met,3.5
R_0DnMj6rXovPR6NT,mean_met,2
R_0DNRjAxdsB6W4jX,mean_met,1.25
R_0eVImlwn2BEANIF,mean_met,3
R_0HbxWvLhImRT7IV,mean_met,2.5
R_0iHp12NIO4D2gMl,mean_met,2
R_0iY9dELpvzn4Kih,mean_met,2
R_0j3xYhj7RdPLFwp,mean_met,2.75
R_0Mp0vazEMGmusrH,mean_met,3
R_0N8eYana0RLX9UF,mean_met,1.75
R_0NeD22cad3dbpvn,mean_met,3
R_0NRtMV8VBYoLZpb,mean_met,1.75
R_0oGsLWMorV4Bk1f,mean_met,1.75
R_0PwlUujFg5mZFGJ,mean_met,3.5
R_0qvNtw9fFcThH25,mean_met,1
R_0TmUsFFK76t4dCZ,mean_met,2.25
R_0vbLkr44iCanyK1,mean_met,1
R_0vPMCZv5m2HGGiN,mean_met,2.75
R_0Vuxzafv7zVAfIx,mean_met,3
R_0VwcmZkYWSpWUAZ,mean_met,3.5
R_1CebzxO1cVRmZql,mean_met,4
R_1FiDWtIbMBT6AzH,mean_met,2.25
R_1FzXdFvpLcrq56J,mean_met,3.75
R_1GDT2JHtbi6pfet,mean_met,1
R_1MlDClqRa9h7g5D,mean_met,3
R_1NRgzUxHONK9Jtz,mean_met,2
R_1RgdZ3Vv2lNWZYV,mean_met,3.25
R_1Sb0LO16Jx5TcCV,mean_met,2
R_1UmdGA1GogGWe5n,mean_met,2.75
R_1XkWisNy2AsUpZH,mean_met,3
R_244JNf9FXQ3l1Fr,mean_met,2.25
R_244Quh8Fc3tsb0p,mean_met,3.25
R_25g7WY80OPq9fHT,mean_met,3.25
R_261uEZqFeKUH3AF,mean_met,3
R_2ajvFuQFZExQl3n,mean_met,1.5
R_2b1hdLIwKkoNip7,mean_met,2.5
R_2co2HL7fSkRYHYN,mean_met,3.25
R_2mcTLMyd4nfnWPX,mean_met,1.5
R_2nuErdw9OW7GWiN,mean_met,2
R_2t3UDaqQVWHDjvf,mean_met,3.25
R_2tpYgwkvkSFK45L,mean_met,3
R_2tWfXopTD51sAkt,mean_met,3
R_2udElqUm8L6HSGF,mean_met,2.25
R_2uhPW86zEamu8ap,mean_met,2.75
R_37CtGcT1HWsBqGF,mean_met,3.5
R_3Dw9IrzI1itpybr,mean_met,2.25
R_3dybDH3gB3W6grX,mean_met,2.75
R_3elaznfMNeSVX1j,mean_met,1.5
R_3JiBpZ5qfHDbJtz,mean_met,1.5
R_3K3bcpvjXtCH32B,mean_met,3
R_3K4YYu69VKmc01n,mean_met,5
R_3kM8DIimavIwNhj,mean_met,1
R_3krtH3eq05A5Mpf,mean_met,1
R_3LfDMnA3qEuedUx,mean_met,1.25
R_3mAA8qe7emsvCbb,mean_met,3.25
R_3mkdqQYUUok7oEZ,mean_met,2
R_3mxEEvGPnogvQKp,mean_met,3
R_3n6wJgesn7ivrbT,mean_met,2.5
R_3OavzhNiGtTJt89,mean_met,1.75
R_3qvo4fVxSy5Fk0Z,mean_met,1.75
R_3RfTbBauwzdBfV3,mean_met,3.5
R_3UTnT50f1jWpaF7,mean_met,3.75
R_3vEn2mZxaExQxCJ,mean_met,3
R_3vIN0Gt4GOykklL,mean_met,3.25
R_3ViniLdqtYkUM1n,mean_met,1.25
R_3VLGT3hUBDetMtT,mean_met,3
R_3VnUbFlpfJ3Cl5H,mean_met,3.25
R_3VOIs4RZ8lGlJjL,mean_met,2
R_3W76O9yPDdwJxDD,mean_met,2
R_41tJIld8tHgYVH7,mean_met,3.25
R_4ME0EXGMx0uGEZv,mean_met,3.25
R_4Obwgz5yXr8Q3RP,mean_met,2.25
R_4T2ELhai4gkcMId,mean_met,2.75
R_4UszAknxHX1fcMd,mean_met,2.5
R_4Vhw34Ky39LASoZ,mean_met,2
R_4Z0Y1kYXgWdDSf3,mean_met,2.5
R_4ZLFXfUxyZAqyFf,mean_met,2.25
R_4ZmRsf3Jg7xcJdH,mean_met,1
R_50bTj8paHBwSlHD,mean_met,3
R_55qQpaisGvSjSS1,mean_met,1.25
R_56JZsLk5so0ia0Z,mean_met,3.5
R_5ALEck3XOWIRRf7,mean_met,2
R_5Ao3wv4u5dMDnvf,mean_met,1.33
R_5bBg3UlRcT9zQXz,mean_met,2.25
R_5BGLiu7ObeccajP,mean_met,4.25
R_5Bzvn7OZ1Ql7D1z,mean_met,1.5
R_5cGeZbsxb2e2HEF,mean_met,2.75
R_5cKUhdhMsebiGlT,mean_met,1.75
R_5dvDU4xC3PMBpUF,mean_met,2.5
R_5i0au36wPN2VtJ3,mean_met,4
R_5mMMkal0oe6JG1T,mean_met,1
R_5ndSEURIN8H1bSJ,mean_met,1.25
R_5nDu09Ohy36sjVr,mean_met,2
R_5ut2tqTHns5SeQB,mean_met,1.75
R_5vwhuShCk2H3fw1,mean_met,3.5
R_5w439KNNQxKMf9H,mean_met,1.5
R_6DalweIymPAufM9,mean_met,1
R_6DuQ2ejBJhSrXy5,mean_met,2.5
R_6eWLlRj99hivOEl,mean_met,2.75
R_6fHtAi514WJaiGx,mean_met,2
R_6Gd3llQdQpVornD,mean_met,2.25
R_6JRf3ZMco16QsSN,mean_met,3.75
R_6kUNkAbZYipCJJr,mean_met,3.25
R_6KzcPDlHa16dpxr,mean_met,3.75
R_6L1FceTSxoVJpmR,mean_met,2.5
R_6mbcyrj4wmFuEV7,mean_met,2.5
R_6mVB9yxTAbOOii1,mean_met,1.25
R_6nfI0zvXDXzSLhr,mean_met,1.5
R_6P5qGwDAlA0tRM9,mean_met,2.5
R_6PxAP7IAnkSd1tj,mean_met,2.25
R_6PXRlYCPNLWkyEZ,mean_met,2.75
R_6Q2bKss6ad5PRAN,mean_met,1.75
R_6QIHyPaXoQzNeqF,mean_met,2.25
R_6rJc8bEtejdvTJr,mean_met,2.25
R_6RLjg7evicLqQER,mean_met,2.25
R_6S9623OwcAKEcFn,mean_met,1.25
R_6sVd1MweY9SicqF,mean_met,3.25
R_6teJEBpxwITFEeF,mean_met,3.25
R_6VuQlrLPWH4RnMx,mean_met,2
R_6zFMEXiuo6JhBxX,mean_met,2.75
R_71iNBFYHgguGso5,mean_met,2.25
R_74jwdrwcyshimix,mean_met,2.25
R_74LJ8nixoVPRv81,mean_met,2
R_74mK9ZOkbE0WEnP,mean_met,2.25
R_77BfnjlVOWOW1y5,mean_met,2.5
R_77ekb9Cqx0dSACN,mean_met,3.25
R_78HXVWjXQKQgbrv,mean_met,3
R_79BO6LOktjfGe2x,mean_met,2
R_7NwFnzITm6AMlcp,mean_met,1.5
R_7Og2Hxys5yl6m7H,mean_met,2
R_7OoNH8Qb3uBnaW9,mean_met,2.75
R_7R3j2aVNBbOKO21,mean_met,2.5
R_81VySqk5NT9vGxT,mean_met,1.5
R_82Py6qhFA9ja7VH,mean_met,3.5
R_86RtqwQWvDwihUN,mean_met,2.25
R_8bL6I05G7NV5TqB,mean_met,1.75
R_8CeLwJuUrJIFbiR,mean_met,1.75
R_8cTb4VIGELREwHX,mean_met,2.75
R_8dicYIpm2nFQfiJ,mean_met,1
R_8dJVk5zGuA4Ncmp,mean_met,2.75
R_8e8rphJ7hGXMkGF,mean_met,2.75
R_8H569CAJCPI3gEt,mean_met,1.25
R_8HVtyNezMgl4FFj,mean_met,2.25
R_8iFELvYBcFeQjCR,mean_met,2.75
R_8iGFBKFtCpmmrXf,mean_met,3.5
R_8IghlH19w1pw4uh,mean_met,2.75
R_8IL64Ln8taMW3JP,mean_met,2
R_8v8fFiriLGfB3VP,mean_met,1.25
R_8vVdzf54XCFnO73,mean_met,1.75
R_8xl0a3uNONomiup,mean_met,2.25
R_9AXCsuRHBqoimvb,mean_met,3.75
R_9EPzxpmB2vpiQCN,mean_met,3
R_9EqxUElUr0iPF9X,mean_met,1.5
R_9KWMsZb0bZjK4Pb,mean_met,1.25
R_9KwPmcHqGwceDEV,mean_met,1.75
R_9KxPOB0jpRJu8WF,mean_met,2.5
R_9p2crtBGTm54x6J,mean_met,3
R_9pJg1YTxQCcX6Yd,mean_met,3
R_9QU6RW8NLOyiESh,mean_met,3
R_9S3apTJcJ7QG6Rn,mean_met,1.75
R_9t82UbQHVZ87Bqd,mean_met,2
R_9tN81z8VG7IYvo9,mean_met,2.5
R_9toXwBOO5RJRFkh,mean_met,2.75
R_9XroaYNZJfDoqGN,mean_met,3.5
R_9Y0d73UAxa76Del,mean_met,2.75
R_9yk8jZZLJEkerT7,mean_met,3
R_9YSE6ASb2YFyqNf,mean_met,1
R_9ZAsE9UBgdjlYgt,mean_met,3.75
R_9ZhhNFePbsgpEA5,mean_met,2.25
R_a2HfDjdqyEhkt3T,mean_met,2
R_a2z0hWSnOiQQHKB,mean_met,1.25
R_a3E2KGTJdHJC6pL,mean_met,1.75
R_a95ajFzwK6sha0R,mean_met,1.75
R_ab22AooETQQFOdL,mean_met,2.25
R_afqYVUFMoHSxxfT,mean_met,2
R_ag6JHiFNXubHXDv,mean_met,2.5
R_agHj3eq49kGzGGV,mean_met,1.5
R_ahCqfjWZyn1YwPH,mean_met,2.5
R_aVmtXz2i254vnEx,mean_met,2.75
R_aY4SBJKtQSyF0vX,mean_met,2.75
R_aY7FOdPNPZCH22F,mean_met,3.25
R_aYv8mHBZlj0CRq5,mean_met,3
R_b1KCSfREOEJfmtv,mean_met,3.25
R_b1q0VxsvuP4xWrb,mean_met,2
R_b3GxGMw8QThLyBv,mean_met,2.75
R_b8wu6cwP3lxBOJv,mean_met,2.25
R_b9K0jFJ8Lbw6YxT,mean_met,2.25
R_b9rW9Ri4Zl2u7Xv,mean_met,2.75
R_baa2Mxag7IwQRsp,mean_met,1.5
R_bClxERZDA7gvv0N,mean_met,2.67
R_bCvpOiyDDjgNIlT,mean_met,3.75
R_bdBt4ubvlmYn29n,mean_met,3.75
R_bedlXxHaLECHU6V,mean_met,2
R_bEnSb3whMfZaP1H,mean_met,4
R_bI3M4wTLhxu4OK9,mean_met,2
R_bm6GrtBpNTeYNQp,mean_met,3.25
R_bNTkn5kWlYmrCuN,mean_met,1
R_bpvitqE4cXBkRKd,mean_met,1
R_bPWsuZu6tR2NS17,mean_met,3.5
R_bqhdczjeGHpyohT,mean_met,1
R_brNlZkLKzMOuUqV,mean_met,1.5
R_bybYkahi5ayo1ox,mean_met,1.5
R_byMQ3iVmIqbgNUh,mean_met,2
R_cA54GCklhlgeoOF,mean_met,1.25
R_cBIdhWeV5SUWtKd,mean_met,3
R_cBJqORad18yFTk9,mean_met,1.5
R_cBKCSlPlA2I42qx,mean_met,2.75
R_cC77pr8ZV3WENs9,mean_met,2
R_cDdiCuPVOwRO3at,mean_met,3.25
R_cN2EX7Fmw5AK5W5,mean_met,3.25
R_cPadPm027lzVned,mean_met,1.75
R_cRPwpnnPEe45Yax,mean_met,1.5
R_cSJ1RbHQafhfw2x,mean_met,1
R_cUSGSICZizH4ibP,mean_met,4
R_cvcRRTXyJZG42Wx,mean_met,2
R_cVkumCviUibfpwV,mean_met,2
R_d0Vkm9FXus6u2Xj,mean_met,3.5
R_d1hqGSfRusB2WYB,mean_met,1.75
R_d4gxMC1tfFzsB1j,mean_met,3
R_d5NFyjFU4mtTovr,mean_met,2.25
R_d6ETQfzFpqQymhL,mean_met,5
R_d6Gd6yVxVpfiIjb,mean_met,2
R_dg67SVAkMvbqjNH,mean_met,2
R_dhsUh4PunZnqObz,mean_met,2.75
R_dnCWkQjzaAdOzxb,mean_met,3
R_dogKIS0XGm03C2p,mean_met,2.5
R_e2uMOfaQ2XNjhyZ,mean_met,1.75
R_e33J1ub9FfHSyot,mean_met,2.75
R_e3cyMfhBdMk6D3L,mean_met,2.75
